pokemon_identifier,move_identifier
rotom-heat,max-darkness
rotom-heat,max-guard
rotom-wash,max-strike
rotom-wash,max-flare
rotom-wash,max-geyser
rotom-wash,max-lightning
rotom-wash,max-airstream
rotom-wash,max-mindstorm
rotom-wash,max-flutterby
rotom-wash,max-phantasm
rotom-wash,max-darkness
rotom-wash,max-guard
rotom-frost,max-strike
rotom-frost,max-flare
rotom-frost,max-geyser
rotom-frost,max-lightning
rotom-frost,max-airstream
rotom-frost,max-mindstorm
rotom-frost,max-flutterby
rotom-frost,max-phantasm
rotom-frost,max-darkness
rotom-frost,max-guard
rotom-fan,max-strike
rotom-fan,max-flare
rotom-fan,max-geyser
rotom-fan,max-lightning
rotom-fan,max-airstream
rotom-fan,max-mindstorm
rotom-fan,max-flutterby
rotom-fan,max-phantasm
rotom-fan,max-darkness
rotom-fan,max-guard
rotom-mow,max-strike
rotom-mow,max-flare
rotom-mow,max-geyser
rotom-mow,max-lightning
rotom-mow,max-airstream
rotom-mow,max-mindstorm
rotom-mow,max-flutterby
rotom-mow,max-phantasm
rotom-mow,max-darkness
rotom-mow,max-guard
uxie,max-strike
uxie,max-flare
uxie,max-geyser
uxie,max-overgrowth
uxie,max-lightning
uxie,max-hailstorm
uxie,max-ooze
uxie,max-airstream
uxie,max-mindstorm
uxie,max-flutterby
uxie,max-rockfall
uxie,max-phantasm
uxie,max-darkness
uxie,max-steelspike
uxie,max-starfall
uxie,max-guard
mesprit,max-strike
mesprit,max-flare
mesprit,max-geyser
mesprit,max-overgrowth
mesprit,max-lightning
mesprit,max-hailstorm
mesprit,max-ooze
mesprit,max-airstream
mesprit,max-mindstorm
mesprit,max-flutterby
mesprit,max-rockfall
mesprit,max-phantasm
mesprit,max-darkness
mesprit,max-steelspike
mesprit,max-starfall
mesprit,max-guard
azelf,max-strike
azelf,max-flare
azelf,max-geyser
azelf,max-overgrowth
azelf,max-lightning
azelf,max-hailstorm
azelf,max-knuckle
azelf,max-ooze
azelf,max-airstream
azelf,max-mindstorm
azelf,max-flutterby
azelf,max-rockfall
azelf,max-phantasm
azelf,max-darkness
azelf,max-steelspike
azelf,max-starfall
azelf,max-guard
dialga,max-strike
dialga,max-flare
dialga,max-geyser
dialga,max-lightning
dialga,max-hailstorm
dialga,max-knuckle
dialga,max-ooze
dialga,max-quake
dialga,max-airstream
dialga,max-mindstorm
dialga,max-rockfall
dialga,max-phantasm
dialga,max-wyrmwind
dialga,max-steelspike
dialga,max-guard
palkia,max-strike
palkia,max-flare
palkia,max-geyser
palkia,max-lightning
palkia,max-hailstorm
palkia,max-knuckle
palkia,max-ooze
palkia,max-quake
palkia,max-airstream
palkia,max-mindstorm
palkia,max-rockfall
palkia,max-phantasm
palkia,max-wyrmwind
palkia,max-darkness
palkia,max-guard
heatran,max-strike
heatran,max-flare
heatran,max-overgrowth
heatran,max-ooze
heatran,max-quake
heatran,max-mindstorm
heatran,max-flutterby
heatran,max-rockfall
heatran,max-wyrmwind
heatran,max-darkness
heatran,max-steelspike
heatran,max-guard
regigigas,max-strike
regigigas,max-flare
regigigas,max-geyser
regigigas,max-lightning
regigigas,max-hailstorm
regigigas,max-knuckle
regigigas,max-ooze
regigigas,max-quake
regigigas,max-airstream
regigigas,max-mindstorm
regigigas,max-rockfall
regigigas,max-darkness
regigigas,max-steelspike
regigigas,max-guard
giratina,max-strike
giratina,max-flare
giratina,max-geyser
giratina,max-overgrowth
giratina,max-lightning
giratina,max-hailstorm
giratina,max-knuckle
giratina,max-ooze
giratina,max-quake
giratina,max-airstream
giratina,max-mindstorm
giratina,max-rockfall
giratina,max-phantasm
giratina,max-wyrmwind
giratina,max-darkness
giratina,max-steelspike
giratina,max-guard
giratina-origin,max-strike
giratina-origin,max-flare
giratina-origin,max-geyser
giratina-origin,max-overgrowth
giratina-origin,max-lightning
giratina-origin,max-hailstorm
giratina-origin,max-knuckle
giratina-origin,max-ooze
giratina-origin,max-quake
giratina-origin,max-airstream
giratina-origin,max-mindstorm
giratina-origin,max-rockfall
giratina-origin,max-phantasm
giratina-origin,max-wyrmwind
giratina-origin,max-darkness
giratina-origin,max-steelspike
giratina-origin,max-guard
cresselia,max-strike
cresselia,max-flare
cresselia,max-geyser
cresselia,max-overgrowth
cresselia,max-lightning
cresselia,max-hailstorm
cresselia,max-ooze
cresselia,max-mindstorm
cresselia,max-flutterby
cresselia,max-phantasm
cresselia,max-starfall
cresselia,max-guard
phione,max-strike
phione,max-geyser
phione,max-overgrowth
phione,max-hailstorm
phione,max-ooze
phione,max-airstream
phione,max-mindstorm
phione,max-flutterby
phione,max-darkness
phione,max-starfall
phione,max-guard
manaphy,max-strike
manaphy,max-geyser
manaphy,max-overgrowth
manaphy,max-hailstorm
manaphy,max-ooze
manaphy,max-airstream
manaphy,max-mindstorm
manaphy,max-flutterby
manaphy,max-phantasm
manaphy,max-darkness
manaphy,max-starfall
manaphy,max-guard
darkrai,max-strike
darkrai,max-flare
darkrai,max-geyser
darkrai,max-lightning
darkrai,max-hailstorm
darkrai,max-knuckle
darkrai,max-ooze
darkrai,max-airstream
darkrai,max-mindstorm
darkrai,max-flutterby
darkrai,max-rockfall
darkrai,max-phantasm
darkrai,max-darkness
darkrai,max-guard
shaymin,max-strike
shaymin,max-flare
shaymin,max-overgrowth
shaymin,max-ooze
shaymin,max-quake
shaymin,max-mindstorm
shaymin,max-starfall
shaymin,max-guard
shaymin-sky,max-strike
shaymin-sky,max-flare
shaymin-sky,max-overgrowth
shaymin-sky,max-ooze
shaymin-sky,max-airstream
shaymin-sky,max-mindstorm
shaymin-sky,max-starfall
shaymin-sky,max-guard
arceus,max-strike
arceus,max-flare
arceus,max-geyser
arceus,max-overgrowth
arceus,max-lightning
arceus,max-hailstorm
arceus,max-knuckle
arceus,max-ooze
arceus,max-quake
arceus,max-airstream
arceus,max-mindstorm
arceus,max-flutterby
arceus,max-rockfall
arceus,max-phantasm
arceus,max-wyrmwind
arceus,max-darkness
arceus,max-steelspike
arceus,max-guard
arceus-fire,max-strike
arceus-fire,max-flare
arceus-fire,max-geyser
arceus-fire,max-overgrowth
arceus-fire,max-lightning
arceus-fire,max-hailstorm
arceus-fire,max-knuckle
arceus-fire,max-ooze
arceus-fire,max-quake
arceus-fire,max-airstream
arceus-fire,max-mindstorm
arceus-fire,max-flutterby
arceus-fire,max-rockfall
arceus-fire,max-phantasm
arceus-fire,max-wyrmwind
arceus-fire,max-darkness
arceus-fire,max-steelspike
arceus-fire,max-guard
arceus-water,max-strike
arceus-water,max-flare
arceus-water,max-geyser
arceus-water,max-overgrowth
arceus-water,max-lightning
arceus-water,max-hailstorm
arceus-water,max-knuckle
arceus-water,max-ooze
arceus-water,max-quake
arceus-water,max-airstream
arceus-water,max-mindstorm
arceus-water,max-flutterby
arceus-water,max-rockfall
arceus-water,max-phantasm
arceus-water,max-wyrmwind
arceus-water,max-darkness
arceus-water,max-steelspike
arceus-water,max-guard
arceus-grass,max-strike
arceus-grass,max-flare
arceus-grass,max-geyser
arceus-grass,max-overgrowth
arceus-grass,max-lightning
arceus-grass,max-hailstorm
arceus-grass,max-knuckle
arceus-grass,max-ooze
arceus-grass,max-quake
arceus-grass,max-airstream
arceus-grass,max-mindstorm
arceus-grass,max-flutterby
arceus-grass,max-rockfall
arceus-grass,max-phantasm
arceus-grass,max-wyrmwind
arceus-grass,max-darkness
arceus-grass,max-steelspike
arceus-grass,max-guard
arceus-electric,max-strike
arceus-electric,max-flare
arceus-electric,max-geyser
arceus-electric,max-overgrowth
arceus-electric,max-lightning
arceus-electric,max-hailstorm
arceus-electric,max-knuckle
arceus-electric,max-ooze
arceus-electric,max-quake
arceus-electric,max-airstream
arceus-electric,max-mindstorm
arceus-electric,max-flutterby
arceus-electric,max-rockfall
arceus-electric,max-phantasm
arceus-electric,max-wyrmwind
arceus-electric,max-darkness
arceus-electric,max-steelspike
arceus-electric,max-guard
arceus-ice,max-strike
arceus-ice,max-flare
arceus-ice,max-geyser
arceus-ice,max-overgrowth
arceus-ice,max-lightning
arceus-ice,max-hailstorm
arceus-ice,max-knuckle
arceus-ice,max-ooze
arceus-ice,max-quake
arceus-ice,max-airstream
arceus-ice,max-mindstorm
arceus-ice,max-flutterby
arceus-ice,max-rockfall
arceus-ice,max-phantasm
arceus-ice,max-wyrmwind
arceus-ice,max-darkness
arceus-ice,max-steelspike
arceus-ice,max-guard
arceus-fighting,max-strike
arceus-fighting,max-flare
arceus-fighting,max-geyser
arceus-fighting,max-overgrowth
arceus-fighting,max-lightning
arceus-fighting,max-hailstorm
arceus-fighting,max-knuckle
arceus-fighting,max-ooze
arceus-fighting,max-quake
arceus-fighting,max-airstream
arceus-fighting,max-mindstorm
arceus-fighting,max-flutterby
arceus-fighting,max-rockfall
arceus-fighting,max-phantasm
arceus-fighting,max-wyrmwind
arceus-fighting,max-darkness
arceus-fighting,max-steelspike
arceus-fighting,max-guard
arceus-poison,max-strike
arceus-poison,max-flare
arceus-poison,max-geyser
arceus-poison,max-overgrowth
arceus-poison,max-lightning
arceus-poison,max-hailstorm
arceus-poison,max-knuckle
arceus-poison,max-ooze
arceus-poison,max-quake
arceus-poison,max-airstream
arceus-poison,max-mindstorm
arceus-poison,max-flutterby
arceus-poison,max-rockfall
arceus-poison,max-phantasm
arceus-poison,max-wyrmwind
arceus-poison,max-darkness
arceus-poison,max-steelspike
arceus-poison,max-guard
arceus-ground,max-strike
arceus-ground,max-flare
arceus-ground,max-geyser
arceus-ground,max-overgrowth
arceus-ground,max-lightning
arceus-ground,max-hailstorm
arceus-ground,max-knuckle
arceus-ground,max-ooze
arceus-ground,max-quake
arceus-ground,max-airstream
arceus-ground,max-mindstorm
arceus-ground,max-flutterby
arceus-ground,max-rockfall
arceus-ground,max-phantasm
arceus-ground,max-wyrmwind
arceus-ground,max-darkness
arceus-ground,max-steelspike
arceus-ground,max-guard
arceus-flying,max-strike
arceus-flying,max-flare
arceus-flying,max-geyser
arceus-flying,max-overgrowth
arceus-flying,max-lightning
arceus-flying,max-hailstorm
arceus-flying,max-knuckle
arceus-flying,max-ooze
arceus-flying,max-quake
arceus-flying,max-airstream
arceus-flying,max-mindstorm
arceus-flying,max-flutterby
arceus-flying,max-rockfall
arceus-flying,max-phantasm
arceus-flying,max-wyrmwind
arceus-flying,max-darkness
arceus-flying,max-steelspike
arceus-flying,max-guard
arceus-psychic,max-strike
arceus-psychic,max-flare
arceus-psychic,max-geyser
arceus-psychic,max-overgrowth
arceus-psychic,max-lightning
arceus-psychic,max-hailstorm
arceus-psychic,max-knuckle
arceus-psychic,max-ooze
arceus-psychic,max-quake
arceus-psychic,max-airstream
arceus-psychic,max-mindstorm
arceus-psychic,max-flutterby
arceus-psychic,max-rockfall
arceus-psychic,max-phantasm
arceus-psychic,max-wyrmwind
arceus-psychic,max-darkness
arceus-psychic,max-steelspike
arceus-psychic,max-guard
arceus-bug,max-strike
arceus-bug,max-flare
arceus-bug,max-geyser
arceus-bug,max-overgrowth
arceus-bug,max-lightning
arceus-bug,max-hailstorm
arceus-bug,max-knuckle
arceus-bug,max-ooze
arceus-bug,max-quake
arceus-bug,max-airstream
arceus-bug,max-mindstorm
arceus-bug,max-flutterby
arceus-bug,max-rockfall
arceus-bug,max-phantasm
arceus-bug,max-wyrmwind
arceus-bug,max-darkness
arceus-bug,max-steelspike
arceus-bug,max-guard
arceus-rock,max-strike
arceus-rock,max-flare
arceus-rock,max-geyser
arceus-rock,max-overgrowth
arceus-rock,max-lightning
arceus-rock,max-hailstorm
arceus-rock,max-knuckle
arceus-rock,max-ooze
arceus-rock,max-quake
arceus-rock,max-airstream
arceus-rock,max-mindstorm
arceus-rock,max-flutterby
arceus-rock,max-rockfall
arceus-rock,max-phantasm
arceus-rock,max-wyrmwind
arceus-rock,max-darkness
arceus-rock,max-steelspike
arceus-rock,max-guard
arceus-ghost,max-strike
arceus-ghost,max-flare
arceus-ghost,max-geyser
arceus-ghost,max-overgrowth
arceus-ghost,max-lightning
arceus-ghost,max-hailstorm
arceus-ghost,max-knuckle
arceus-ghost,max-ooze
arceus-ghost,max-quake
arceus-ghost,max-airstream
arceus-ghost,max-mindstorm
arceus-ghost,max-flutterby
arceus-ghost,max-rockfall
arceus-ghost,max-phantasm
arceus-ghost,max-wyrmwind
arceus-ghost,max-darkness
arceus-ghost,max-steelspike
arceus-ghost,max-guard
arceus-dragon,max-strike
arceus-dragon,max-flare
arceus-dragon,max-geyser
arceus-dragon,max-overgrowth
arceus-dragon,max-lightning
arceus-dragon,max-hailstorm
arceus-dragon,max-knuckle
arceus-dragon,max-ooze
arceus-dragon,max-quake
arceus-dragon,max-airstream
arceus-dragon,max-mindstorm
arceus-dragon,max-flutterby
arceus-dragon,max-rockfall
arceus-dragon,max-phantasm
arceus-dragon,max-wyrmwind
arceus-dragon,max-darkness
arceus-dragon,max-steelspike
arceus-dragon,max-guard
arceus-dark,max-strike
arceus-dark,max-flare
arceus-dark,max-geyser
arceus-dark,max-overgrowth
arceus-dark,max-lightning
arceus-dark,max-hailstorm
arceus-dark,max-knuckle
arceus-dark,max-ooze
arceus-dark,max-quake
arceus-dark,max-airstream
arceus-dark,max-mindstorm
arceus-dark,max-flutterby
arceus-dark,max-rockfall
arceus-dark,max-phantasm
arceus-dark,max-wyrmwind
arceus-dark,max-darkness
arceus-dark,max-steelspike
arceus-dark,max-guard
arceus-steel,max-strike
arceus-steel,max-flare
arceus-steel,max-geyser
arceus-steel,max-overgrowth
arceus-steel,max-lightning
arceus-steel,max-hailstorm
arceus-steel,max-knuckle
arceus-steel,max-ooze
arceus-steel,max-quake
arceus-steel,max-airstream
arceus-steel,max-mindstorm
arceus-steel,max-flutterby
arceus-steel,max-rockfall
arceus-steel,max-phantasm
arceus-steel,max-wyrmwind
arceus-steel,max-darkness
arceus-steel,max-steelspike
arceus-steel,max-guard
arceus-fairy,max-strike
arceus-fairy,max-flare
arceus-fairy,max-geyser
arceus-fairy,max-overgrowth
arceus-fairy,max-lightning
arceus-fairy,max-hailstorm
arceus-fairy,max-knuckle
arceus-fairy,max-ooze
arceus-fairy,max-quake
arceus-fairy,max-airstream
arceus-fairy,max-mindstorm
arceus-fairy,max-flutterby
arceus-fairy,max-rockfall
arceus-fairy,max-phantasm
arceus-fairy,max-wyrmwind
arceus-fairy,max-darkness
arceus-fairy,max-steelspike
arceus-fairy,max-guard
victini,max-strike
victini,max-flare
victini,max-overgrowth
victini,max-lightning
victini,max-knuckle
victini,max-ooze
victini,max-airstream
victini,max-mindstorm
victini,max-flutterby
victini,max-phantasm
victini,max-darkness
victini,max-starfall
victini,max-guard
snivy,max-strike
snivy,max-flare
snivy,max-geyser
snivy,max-overgrowth
snivy,max-ooze
snivy,max-airstream
snivy,max-mindstorm
snivy,max-wyrmwind
snivy,max-darkness
snivy,max-steelspike
snivy,max-guard
servine,max-strike
servine,max-flare
servine,max-geyser
servine,max-overgrowth
servine,max-ooze
servine,max-airstream
servine,max-mindstorm
servine,max-darkness
servine,max-steelspike
servine,max-guard
serperior,max-strike
serperior,max-flare
serperior,max-geyser
serperior,max-overgrowth
serperior,max-ooze
serperior,max-airstream
serperior,max-mindstorm
serperior,max-wyrmwind
serperior,max-darkness
serperior,max-steelspike
serperior,max-guard
tepig,max-strike
tepig,max-flare
tepig,max-overgrowth
tepig,max-lightning
tepig,max-knuckle
tepig,max-ooze
tepig,max-quake
tepig,max-mindstorm
tepig,max-rockfall
tepig,max-phantasm
tepig,max-darkness
tepig,max-steelspike
tepig,max-guard
pignite,max-strike
pignite,max-flare
pignite,max-overgrowth
pignite,max-lightning
pignite,max-knuckle
pignite,max-ooze
pignite,max-quake
pignite,max-mindstorm
pignite,max-rockfall
pignite,max-darkness
pignite,max-steelspike
pignite,max-guard
emboar,max-strike
emboar,max-flare
emboar,max-geyser
emboar,max-overgrowth
emboar,max-lightning
emboar,max-knuckle
emboar,max-ooze
emboar,max-quake
emboar,max-mindstorm
emboar,max-rockfall
emboar,max-darkness
emboar,max-steelspike
emboar,max-guard
oshawott,max-strike
oshawott,max-geyser
oshawott,max-overgrowth
oshawott,max-hailstorm
oshawott,max-knuckle
oshawott,max-ooze
oshawott,max-airstream
oshawott,max-mindstorm
oshawott,max-flutterby
oshawott,max-darkness
oshawott,max-steelspike
oshawott,max-guard
dewott,max-strike
dewott,max-geyser
dewott,max-overgrowth
dewott,max-hailstorm
dewott,max-knuckle
dewott,max-ooze
dewott,max-airstream
dewott,max-mindstorm
dewott,max-flutterby
dewott,max-darkness
dewott,max-steelspike
dewott,max-guard
samurott,max-strike
samurott,max-geyser
samurott,max-overgrowth
samurott,max-hailstorm
samurott,max-knuckle
samurott,max-ooze
samurott,max-airstream
samurott,max-mindstorm
samurott,max-flutterby
samurott,max-wyrmwind
samurott,max-darkness
samurott,max-steelspike
samurott,max-guard
patrat,max-strike
patrat,max-flare
patrat,max-geyser
patrat,max-overgrowth
patrat,max-lightning
patrat,max-knuckle
patrat,max-ooze
patrat,max-quake
patrat,max-mindstorm
patrat,max-phantasm
patrat,max-darkness
patrat,max-steelspike
patrat,max-guard
watchog,max-strike
watchog,max-flare
watchog,max-geyser
watchog,max-overgrowth
watchog,max-lightning
watchog,max-hailstorm
watchog,max-knuckle
watchog,max-ooze
watchog,max-quake
watchog,max-mindstorm
watchog,max-flutterby
watchog,max-phantasm
watchog,max-darkness
watchog,max-steelspike
watchog,max-guard
lillipup,max-strike
lillipup,max-flare
lillipup,max-geyser
lillipup,max-lightning
lillipup,max-hailstorm
lillipup,max-knuckle
lillipup,max-ooze
lillipup,max-quake
lillipup,max-airstream
lillipup,max-mindstorm
lillipup,max-rockfall
lillipup,max-phantasm
lillipup,max-darkness
lillipup,max-starfall
lillipup,max-guard
herdier,max-strike
herdier,max-flare
herdier,max-geyser
herdier,max-lightning
herdier,max-knuckle
herdier,max-ooze
herdier,max-airstream
herdier,max-mindstorm
herdier,max-rockfall
herdier,max-phantasm
herdier,max-darkness
herdier,max-starfall
herdier,max-guard
stoutland,max-strike
stoutland,max-flare
stoutland,max-geyser
stoutland,max-lightning
stoutland,max-hailstorm
stoutland,max-knuckle
stoutland,max-ooze
stoutland,max-quake
stoutland,max-airstream
stoutland,max-mindstorm
stoutland,max-rockfall
stoutland,max-phantasm
stoutland,max-darkness
stoutland,max-steelspike
stoutland,max-starfall
stoutland,max-guard
purrloin,max-strike
purrloin,max-flare
purrloin,max-geyser
purrloin,max-overgrowth
purrloin,max-lightning
purrloin,max-ooze
purrloin,max-quake
purrloin,max-mindstorm
purrloin,max-flutterby
purrloin,max-phantasm
purrloin,max-darkness
purrloin,max-steelspike
purrloin,max-starfall
purrloin,max-guard
liepard,max-strike
liepard,max-flare
liepard,max-geyser
liepard,max-overgrowth
liepard,max-lightning
liepard,max-ooze
liepard,max-quake
liepard,max-mindstorm
liepard,max-flutterby
liepard,max-phantasm
liepard,max-darkness
liepard,max-steelspike
liepard,max-starfall
liepard,max-guard
pansage,max-strike
pansage,max-flare
pansage,max-overgrowth
pansage,max-knuckle
pansage,max-ooze
pansage,max-airstream
pansage,max-mindstorm
pansage,max-rockfall
pansage,max-phantasm
pansage,max-darkness
pansage,max-steelspike
pansage,max-starfall
pansage,max-guard
simisage,max-strike
simisage,max-flare
simisage,max-overgrowth
simisage,max-knuckle
simisage,max-ooze
simisage,max-airstream
simisage,max-mindstorm
simisage,max-rockfall
simisage,max-phantasm
simisage,max-darkness
simisage,max-steelspike
simisage,max-guard
pansear,max-strike
pansear,max-flare
pansear,max-overgrowth
pansear,max-knuckle
pansear,max-ooze
pansear,max-airstream
pansear,max-mindstorm
pansear,max-rockfall
pansear,max-phantasm
pansear,max-darkness
pansear,max-steelspike
pansear,max-starfall
pansear,max-guard
simisear,max-strike
simisear,max-flare
simisear,max-overgrowth
simisear,max-knuckle
simisear,max-ooze
simisear,max-airstream
simisear,max-mindstorm
simisear,max-rockfall
simisear,max-phantasm
simisear,max-darkness
simisear,max-steelspike
simisear,max-guard
panpour,max-strike
panpour,max-geyser
panpour,max-overgrowth
panpour,max-hailstorm
panpour,max-knuckle
panpour,max-ooze
panpour,max-quake
panpour,max-airstream
panpour,max-mindstorm
panpour,max-rockfall
panpour,max-phantasm
panpour,max-darkness
panpour,max-steelspike
panpour,max-starfall
panpour,max-guard
simipour,max-strike
simipour,max-geyser
simipour,max-overgrowth
simipour,max-hailstorm
simipour,max-knuckle
simipour,max-ooze
simipour,max-airstream
simipour,max-mindstorm
simipour,max-rockfall
simipour,max-phantasm
simipour,max-darkness
simipour,max-steelspike
simipour,max-guard
munna,max-strike
munna,max-geyser
munna,max-overgrowth
munna,max-lightning
munna,max-mindstorm
munna,max-flutterby
munna,max-rockfall
munna,max-phantasm
munna,max-steelspike
munna,max-starfall
munna,max-guard
musharna,max-strike
musharna,max-geyser
musharna,max-overgrowth
musharna,max-lightning
musharna,max-mindstorm
musharna,max-flutterby
musharna,max-rockfall
musharna,max-phantasm
musharna,max-steelspike
musharna,max-starfall
musharna,max-guard
pidove,max-strike
pidove,max-flare
pidove,max-geyser
pidove,max-knuckle
pidove,max-airstream
pidove,max-mindstorm
pidove,max-flutterby
pidove,max-darkness
pidove,max-steelspike
pidove,max-guard
tranquill,max-strike
tranquill,max-flare
tranquill,max-geyser
tranquill,max-knuckle
tranquill,max-airstream
tranquill,max-mindstorm
tranquill,max-flutterby
tranquill,max-darkness
tranquill,max-steelspike
tranquill,max-guard
unfezant,max-strike
unfezant,max-flare
unfezant,max-geyser
unfezant,max-knuckle
unfezant,max-airstream
unfezant,max-mindstorm
unfezant,max-flutterby
unfezant,max-darkness
unfezant,max-steelspike
unfezant,max-guard
blitzle,max-strike
blitzle,max-flare
blitzle,max-geyser
blitzle,max-lightning
blitzle,max-knuckle
blitzle,max-ooze
blitzle,max-quake
blitzle,max-airstream
blitzle,max-mindstorm
blitzle,max-flutterby
blitzle,max-darkness
blitzle,max-guard
zebstrika,max-strike
zebstrika,max-flare
zebstrika,max-geyser
zebstrika,max-lightning
zebstrika,max-knuckle
zebstrika,max-ooze
zebstrika,max-airstream
zebstrika,max-mindstorm
zebstrika,max-flutterby
zebstrika,max-darkness
zebstrika,max-guard
roggenrola,max-strike
roggenrola,max-knuckle
roggenrola,max-quake
roggenrola,max-mindstorm
roggenrola,max-rockfall
roggenrola,max-phantasm
roggenrola,max-steelspike
roggenrola,max-guard
boldore,max-strike
boldore,max-knuckle
boldore,max-quake
boldore,max-mindstorm
boldore,max-rockfall
boldore,max-steelspike
boldore,max-guard
gigalith,max-strike
gigalith,max-overgrowth
gigalith,max-knuckle
gigalith,max-quake
gigalith,max-mindstorm
gigalith,max-rockfall
gigalith,max-darkness
gigalith,max-steelspike
gigalith,max-guard
woobat,max-strike
woobat,max-flare
woobat,max-geyser
woobat,max-overgrowth
woobat,max-lightning
woobat,max-ooze
woobat,max-airstream
woobat,max-mindstorm
woobat,max-flutterby
woobat,max-phantasm
woobat,max-darkness
woobat,max-steelspike
woobat,max-starfall
woobat,max-guard
swoobat,max-strike
swoobat,max-flare
swoobat,max-geyser
swoobat,max-overgrowth
swoobat,max-lightning
swoobat,max-ooze
swoobat,max-airstream
swoobat,max-mindstorm
swoobat,max-flutterby
swoobat,max-phantasm
swoobat,max-darkness
swoobat,max-steelspike
swoobat,max-starfall
swoobat,max-guard
drilbur,max-strike
drilbur,max-knuckle
drilbur,max-ooze
drilbur,max-quake
drilbur,max-mindstorm
drilbur,max-flutterby
drilbur,max-rockfall
drilbur,max-phantasm
drilbur,max-darkness
drilbur,max-steelspike
drilbur,max-guard
excadrill,max-strike
excadrill,max-knuckle
excadrill,max-ooze
excadrill,max-quake
excadrill,max-mindstorm
excadrill,max-flutterby
excadrill,max-rockfall
excadrill,max-phantasm
excadrill,max-darkness
excadrill,max-steelspike
excadrill,max-guard
audino,max-strike
audino,max-flare
audino,max-geyser
audino,max-overgrowth
audino,max-lightning
audino,max-hailstorm
audino,max-knuckle
audino,max-ooze
audino,max-quake
audino,max-mindstorm
audino,max-flutterby
audino,max-phantasm
audino,max-darkness
audino,max-steelspike
audino,max-starfall
audino,max-guard
audino-mega,max-strike
audino-mega,max-flare
audino-mega,max-geyser
audino-mega,max-overgrowth
audino-mega,max-lightning
audino-mega,max-hailstorm
audino-mega,max-knuckle
audino-mega,max-ooze
audino-mega,max-quake
audino-mega,max-mindstorm
audino-mega,max-flutterby
audino-mega,max-phantasm
audino-mega,max-darkness
audino-mega,max-steelspike
audino-mega,max-starfall
audino-mega,max-guard
timburr,max-strike
timburr,max-flare
timburr,max-geyser
timburr,max-overgrowth
timburr,max-lightning
timburr,max-hailstorm
timburr,max-knuckle
timburr,max-ooze
timburr,max-quake
timburr,max-airstream
timburr,max-mindstorm
timburr,max-rockfall
timburr,max-darkness
timburr,max-guard
gurdurr,max-strike
gurdurr,max-flare
gurdurr,max-geyser
gurdurr,max-overgrowth
gurdurr,max-lightning
gurdurr,max-hailstorm
gurdurr,max-knuckle
gurdurr,max-ooze
gurdurr,max-quake
gurdurr,max-mindstorm
gurdurr,max-rockfall
gurdurr,max-darkness
gurdurr,max-guard
conkeldurr,max-strike
conkeldurr,max-flare
conkeldurr,max-geyser
conkeldurr,max-overgrowth
conkeldurr,max-lightning
conkeldurr,max-hailstorm
conkeldurr,max-knuckle
conkeldurr,max-ooze
conkeldurr,max-quake
conkeldurr,max-mindstorm
conkeldurr,max-rockfall
conkeldurr,max-darkness
conkeldurr,max-guard
tympole,max-strike
tympole,max-geyser
tympole,max-hailstorm
tympole,max-ooze
tympole,max-quake
tympole,max-airstream
tympole,max-mindstorm
tympole,max-guard
palpitoad,max-strike
palpitoad,max-geyser
palpitoad,max-overgrowth
palpitoad,max-hailstorm
palpitoad,max-knuckle
palpitoad,max-ooze
palpitoad,max-quake
palpitoad,max-airstream
palpitoad,max-mindstorm
palpitoad,max-rockfall
palpitoad,max-guard
seismitoad,max-strike
seismitoad,max-geyser
seismitoad,max-overgrowth
seismitoad,max-hailstorm
seismitoad,max-knuckle
seismitoad,max-ooze
seismitoad,max-quake
seismitoad,max-airstream
seismitoad,max-mindstorm
seismitoad,max-rockfall
seismitoad,max-darkness
seismitoad,max-guard
throh,max-strike
throh,max-flare
throh,max-geyser
throh,max-overgrowth
throh,max-lightning
throh,max-hailstorm
throh,max-knuckle
throh,max-ooze
throh,max-quake
throh,max-mindstorm
throh,max-rockfall
throh,max-darkness
throh,max-guard
sawk,max-strike
sawk,max-flare
sawk,max-geyser
sawk,max-overgrowth
sawk,max-lightning
sawk,max-hailstorm
sawk,max-knuckle
sawk,max-ooze
sawk,max-quake
sawk,max-mindstorm
sawk,max-rockfall
sawk,max-wyrmwind
sawk,max-darkness
sawk,max-guard
sewaddle,max-strike
sewaddle,max-flare
sewaddle,max-overgrowth
sewaddle,max-lightning
sewaddle,max-ooze
sewaddle,max-airstream
sewaddle,max-mindstorm
sewaddle,max-flutterby
sewaddle,max-darkness
sewaddle,max-steelspike
sewaddle,max-guard
swadloon,max-strike
swadloon,max-flare
swadloon,max-overgrowth
swadloon,max-lightning
swadloon,max-ooze
swadloon,max-mindstorm
swadloon,max-flutterby
swadloon,max-darkness
swadloon,max-steelspike
swadloon,max-guard
leavanny,max-strike
leavanny,max-flare
leavanny,max-overgrowth
leavanny,max-lightning
leavanny,max-ooze
leavanny,max-airstream
leavanny,max-mindstorm
leavanny,max-flutterby
leavanny,max-phantasm
leavanny,max-darkness
leavanny,max-steelspike
leavanny,max-guard
venipede,max-strike
venipede,max-flare
venipede,max-overgrowth
venipede,max-ooze
venipede,max-quake
venipede,max-mindstorm
venipede,max-flutterby
venipede,max-rockfall
venipede,max-darkness
venipede,max-steelspike
venipede,max-guard
whirlipede,max-strike
whirlipede,max-flare
whirlipede,max-overgrowth
