pokemon_identifier,move_identifier
burmy-trash,electroweb
wormadam-plant,snore
wormadam-plant,giga-drain
wormadam-plant,synthesis
wormadam-plant,uproar
wormadam-plant,endeavor
wormadam-plant,skill-swap
wormadam-plant,signal-beam
wormadam-plant,worry-seed
wormadam-plant,seed-bomb
wormadam-plant,bug-bite
wormadam-plant,telekinesis
wormadam-plant,ally-switch
wormadam-plant,electroweb
wormadam-sandy,snore
wormadam-sandy,uproar
wormadam-sandy,endeavor
wormadam-sandy,skill-swap
wormadam-sandy,signal-beam
wormadam-sandy,earth-power
wormadam-sandy,stealth-rock
wormadam-sandy,bug-bite
wormadam-sandy,telekinesis
wormadam-sandy,ally-switch
wormadam-sandy,electroweb
wormadam-trash,snore
wormadam-trash,uproar
wormadam-trash,endeavor
wormadam-trash,skill-swap
wormadam-trash,signal-beam
wormadam-trash,iron-defense
wormadam-trash,magnet-rise
wormadam-trash,gunk-shot
wormadam-trash,iron-head
wormadam-trash,stealth-rock
wormadam-trash,bug-bite
wormadam-trash,telekinesis
wormadam-trash,ally-switch
wormadam-trash,electroweb
mothim,snore
mothim,giga-drain
mothim,skill-swap
mothim,signal-beam
mothim,tailwind
mothim,defog
mothim,bug-bite
mothim,electroweb
combee,snore
combee,endeavor
combee,tailwind
combee,bug-bite
vespiquen,snore
vespiquen,endeavor
vespiquen,signal-beam
vespiquen,tailwind
vespiquen,defog
vespiquen,bug-bite
vespiquen,laser-focus
pachirisu,thunder-punch
pachirisu,super-fang
pachirisu,snore
pachirisu,iron-tail
pachirisu,uproar
pachirisu,helping-hand
pachirisu,covet
pachirisu,shock-wave
pachirisu,last-resort
pachirisu,magnet-rise
pachirisu,seed-bomb
pachirisu,gunk-shot
pachirisu,electroweb
pachirisu,laser-focus
buizel,ice-punch
buizel,snore
buizel,icy-wind
buizel,iron-tail
buizel,focus-punch
buizel,helping-hand
buizel,water-pulse
buizel,aqua-tail
floatzel,ice-punch
floatzel,low-kick
floatzel,snore
floatzel,icy-wind
floatzel,iron-tail
floatzel,focus-punch
floatzel,helping-hand
floatzel,water-pulse
floatzel,aqua-tail
floatzel,liquidation
cherubi,snore
cherubi,giga-drain
cherubi,synthesis
cherubi,helping-hand
cherubi,worry-seed
cherubi,seed-bomb
cherrim,snore
cherrim,giga-drain
cherrim,synthesis
cherrim,helping-hand
cherrim,worry-seed
cherrim,seed-bomb
cherrim,laser-focus
cherrim-sunshine,snore
cherrim-sunshine,giga-drain
cherrim-sunshine,synthesis
cherrim-sunshine,helping-hand
cherrim-sunshine,worry-seed
cherrim-sunshine,seed-bomb
cherrim-sunshine,laser-focus
shellos-west,snore
shellos-west,icy-wind
shellos-west,pain-split
shellos-west,water-pulse
shellos-west,earth-power
shellos-east,snore
shellos-east,icy-wind
shellos-east,pain-split
shellos-east,water-pulse
shellos-east,earth-power
gastrodon-west,snore
gastrodon-west,icy-wind
gastrodon-west,pain-split
gastrodon-west,block
gastrodon-west,water-pulse
gastrodon-west,earth-power
gastrodon-west,stomping-tantrum
gastrodon-east,snore
gastrodon-east,icy-wind
gastrodon-east,pain-split
gastrodon-east,block
gastrodon-east,water-pulse
gastrodon-east,earth-power
gastrodon-east,stomping-tantrum
drifloon,bind
drifloon,snore
drifloon,spite
drifloon,icy-wind
drifloon,pain-split
drifloon,trick
drifloon,magic-coat
drifloon,recycle
drifloon,knock-off
drifloon,skill-swap
drifloon,shock-wave
drifloon,tailwind
drifloon,defog
drifloon,telekinesis
drifloon,ally-switch
drifblim,bind
drifblim,snore
drifblim,spite
drifblim,icy-wind
drifblim,pain-split
drifblim,trick
drifblim,magic-coat
drifblim,recycle
drifblim,knock-off
drifblim,skill-swap
drifblim,shock-wave
drifblim,tailwind
drifblim,defog
drifblim,telekinesis
drifblim,ally-switch
buneary,fire-punch
buneary,ice-punch
buneary,thunder-punch
buneary,low-kick
buneary,snore
buneary,heal-bell
buneary,iron-tail
buneary,uproar
buneary,focus-punch
buneary,helping-hand
buneary,magic-coat
buneary,endeavor
buneary,hyper-voice
buneary,bounce
buneary,covet
buneary,shock-wave
buneary,water-pulse
buneary,last-resort
buneary,drain-punch
buneary,after-you
lopunny,fire-punch
lopunny,ice-punch
lopunny,thunder-punch
lopunny,low-kick
lopunny,snore
lopunny,heal-bell
lopunny,iron-tail
lopunny,uproar
lopunny,focus-punch
lopunny,helping-hand
lopunny,magic-coat
lopunny,endeavor
lopunny,hyper-voice
lopunny,bounce
lopunny,covet
lopunny,shock-wave
lopunny,water-pulse
lopunny,last-resort
lopunny,drain-punch
lopunny,after-you
lopunny,laser-focus
lopunny-mega,fire-punch
lopunny-mega,ice-punch
lopunny-mega,thunder-punch
lopunny-mega,low-kick
lopunny-mega,snore
lopunny-mega,heal-bell
lopunny-mega,iron-tail
lopunny-mega,uproar
lopunny-mega,focus-punch
lopunny-mega,helping-hand
lopunny-mega,magic-coat
lopunny-mega,endeavor
lopunny-mega,hyper-voice
lopunny-mega,bounce
lopunny-mega,covet
lopunny-mega,shock-wave
lopunny-mega,water-pulse
lopunny-mega,last-resort
lopunny-mega,drain-punch
lopunny-mega,after-you
lopunny-mega,laser-focus
glameow,super-fang
glameow,snore
glameow,iron-tail
glameow,knock-off
glameow,snatch
glameow,hyper-voice
glameow,covet
glameow,shock-wave
glameow,water-pulse
glameow,last-resort
glameow,foul-play
purugly,super-fang
purugly,snore
purugly,iron-tail
purugly,knock-off
purugly,snatch
purugly,hyper-voice
purugly,covet
purugly,shock-wave
purugly,water-pulse
purugly,last-resort
purugly,foul-play
purugly,throat-chop
purugly,stomping-tantrum
stunky,snore
stunky,iron-tail
stunky,snatch
stunky,defog
stunky,foul-play
stunky,throat-chop
skuntank,snore
skuntank,iron-tail
skuntank,snatch
skuntank,defog
skuntank,foul-play
skuntank,throat-chop
bronzor,steel-beam
bronzong,steel-beam
chatot,sky-attack
chatot,snore
chatot,uproar
chatot,heat-wave
chatot,role-play
chatot,hyper-voice
chatot,tailwind
chatot,defog
spiritomb,snore
spiritomb,spite
spiritomb,icy-wind
spiritomb,pain-split
spiritomb,uproar
spiritomb,trick
spiritomb,snatch
spiritomb,shock-wave
spiritomb,water-pulse
spiritomb,wonder-room
spiritomb,telekinesis
spiritomb,foul-play
spiritomb,ally-switch
gible,snore
gible,outrage
gible,iron-tail
gible,dragon-pulse
gible,earth-power
gible,draco-meteor
gible,iron-head
gible,stealth-rock
gabite,snore
gabite,outrage
gabite,iron-tail
gabite,dragon-pulse
gabite,earth-power
gabite,draco-meteor
gabite,iron-head
gabite,stealth-rock
gabite,dual-chop
gabite,laser-focus
garchomp,snore
garchomp,outrage
garchomp,iron-tail
garchomp,aqua-tail
garchomp,dragon-pulse
garchomp,earth-power
garchomp,draco-meteor
garchomp,iron-head
garchomp,stealth-rock
garchomp,dual-chop
garchomp,laser-focus
garchomp,stomping-tantrum
garchomp-mega,snore
garchomp-mega,outrage
garchomp-mega,iron-tail
garchomp-mega,aqua-tail
garchomp-mega,dragon-pulse
garchomp-mega,earth-power
garchomp-mega,draco-meteor
garchomp-mega,iron-head
garchomp-mega,stealth-rock
garchomp-mega,dual-chop
garchomp-mega,laser-focus
garchomp-mega,stomping-tantrum
riolu,ice-punch
riolu,thunder-punch
riolu,low-kick
riolu,snore
riolu,iron-tail
riolu,focus-punch
riolu,helping-hand
riolu,role-play
riolu,iron-defense
riolu,magnet-rise
riolu,drain-punch
riolu,zen-headbutt
riolu,dual-chop
riolu,laser-focus
lucario,steel-beam
lucario-mega,ice-punch
lucario-mega,thunder-punch
lucario-mega,low-kick
lucario-mega,snore
lucario-mega,iron-tail
lucario-mega,focus-punch
lucario-mega,helping-hand
lucario-mega,role-play
lucario-mega,iron-defense
lucario-mega,water-pulse
lucario-mega,magnet-rise
lucario-mega,dragon-pulse
lucario-mega,drain-punch
lucario-mega,zen-headbutt
lucario-mega,dual-chop
lucario-mega,laser-focus
hippopotas,snore
hippopotas,iron-tail
hippopotas,superpower
hippopotas,water-pulse
hippopotas,earth-power
hippopotas,stealth-rock
hippopotas,stomping-tantrum
hippowdon,snore
hippowdon,iron-tail
hippowdon,superpower
hippowdon,water-pulse
hippowdon,earth-power
hippowdon,iron-head
hippowdon,stealth-rock
hippowdon,stomping-tantrum
skorupi,snore
skorupi,iron-tail
skorupi,knock-off
skorupi,aqua-tail
skorupi,bug-bite
drapion,snore
drapion,iron-tail
drapion,knock-off
drapion,aqua-tail
drapion,bug-bite
drapion,throat-chop
drapion,stomping-tantrum
croagunk,ice-punch
croagunk,thunder-punch
croagunk,low-kick
croagunk,super-fang
croagunk,snore
croagunk,spite
croagunk,icy-wind
croagunk,focus-punch
croagunk,helping-hand
croagunk,role-play
croagunk,knock-off
croagunk,snatch
croagunk,bounce
croagunk,drain-punch
croagunk,gunk-shot
croagunk,foul-play
croagunk,dual-chop
toxicroak,ice-punch
toxicroak,thunder-punch
toxicroak,low-kick
toxicroak,super-fang
toxicroak,snore
toxicroak,spite
toxicroak,icy-wind
toxicroak,focus-punch
toxicroak,helping-hand
toxicroak,role-play
toxicroak,knock-off
toxicroak,snatch
toxicroak,bounce
toxicroak,drain-punch
toxicroak,gunk-shot
toxicroak,foul-play
toxicroak,dual-chop
toxicroak,throat-chop
carnivine,bind
carnivine,snore
carnivine,giga-drain
carnivine,synthesis
carnivine,knock-off
carnivine,gastro-acid
carnivine,worry-seed
carnivine,seed-bomb
carnivine,defog
carnivine,bug-bite
carnivine,throat-chop
finneon,snore
finneon,icy-wind
finneon,signal-beam
finneon,bounce
finneon,water-pulse
finneon,tailwind
finneon,aqua-tail
finneon,defog
lumineon,snore
lumineon,icy-wind
lumineon,signal-beam
lumineon,bounce
lumineon,water-pulse
lumineon,tailwind
lumineon,aqua-tail
lumineon,defog
snover,ice-punch
snover,snore
snover,icy-wind
snover,giga-drain
snover,iron-tail
snover,synthesis
snover,role-play
snover,water-pulse
snover,worry-seed
snover,seed-bomb
abomasnow,ice-punch
abomasnow,snore
abomasnow,icy-wind
abomasnow,outrage
abomasnow,giga-drain
abomasnow,iron-tail
abomasnow,synthesis
abomasnow,focus-punch
abomasnow,role-play
abomasnow,block
abomasnow,water-pulse
abomasnow,worry-seed
abomasnow,seed-bomb
abomasnow,stomping-tantrum
abomasnow-mega,ice-punch
abomasnow-mega,snore
abomasnow-mega,icy-wind
abomasnow-mega,outrage
abomasnow-mega,giga-drain
abomasnow-mega,iron-tail
abomasnow-mega,synthesis
abomasnow-mega,focus-punch
abomasnow-mega,role-play
abomasnow-mega,block
abomasnow-mega,water-pulse
abomasnow-mega,worry-seed
abomasnow-mega,seed-bomb
abomasnow-mega,stomping-tantrum
rotom,snore
rotom,spite
rotom,pain-split
rotom,uproar
rotom,trick
rotom,snatch
rotom,signal-beam
rotom,shock-wave
rotom,defog
rotom,telekinesis
rotom,foul-play
rotom,ally-switch
rotom,electroweb
rotom-heat,snore
rotom-heat,spite
rotom-heat,pain-split
rotom-heat,uproar
rotom-heat,trick
rotom-heat,snatch
rotom-heat,signal-beam
rotom-heat,shock-wave
rotom-heat,defog
rotom-heat,telekinesis
rotom-heat,foul-play
rotom-heat,ally-switch
rotom-heat,electroweb
rotom-wash,snore
rotom-wash,spite
rotom-wash,pain-split
rotom-wash,uproar
rotom-wash,trick
rotom-wash,snatch
rotom-wash,signal-beam
rotom-wash,shock-wave
rotom-wash,defog
rotom-wash,telekinesis
rotom-wash,foul-play
rotom-wash,ally-switch
rotom-wash,electroweb
rotom-frost,snore
rotom-frost,spite
rotom-frost,pain-split
rotom-frost,uproar
rotom-frost,trick
rotom-frost,snatch
rotom-frost,signal-beam
rotom-frost,shock-wave
rotom-frost,defog
rotom-frost,telekinesis
rotom-frost,foul-play
rotom-frost,ally-switch
rotom-frost,electroweb
rotom-fan,snore
rotom-fan,spite
rotom-fan,pain-split
rotom-fan,uproar
rotom-fan,trick
rotom-fan,snatch
rotom-fan,signal-beam
rotom-fan,shock-wave
rotom-fan,defog
rotom-fan,telekinesis
rotom-fan,foul-play
rotom-fan,ally-switch
rotom-fan,electroweb
rotom-mow,snore
rotom-mow,spite
rotom-mow,pain-split
rotom-mow,uproar
rotom-mow,trick
rotom-mow,snatch
rotom-mow,signal-beam
rotom-mow,shock-wave
rotom-mow,defog
rotom-mow,telekinesis
rotom-mow,foul-play
rotom-mow,ally-switch
rotom-mow,electroweb
uxie,fire-punch
uxie,ice-punch
uxie,thunder-punch
uxie,snore
uxie,giga-drain
uxie,heal-bell
uxie,iron-tail
uxie,helping-hand
uxie,trick
uxie,role-play
uxie,magic-coat
uxie,recycle
uxie,knock-off
uxie,skill-swap
uxie,signal-beam
uxie,shock-wave
uxie,water-pulse
uxie,zen-headbutt
uxie,stealth-rock
uxie,wonder-room
uxie,telekinesis
uxie,magic-room
uxie,foul-play
uxie,ally-switch
uxie,laser-focus
mesprit,fire-punch
mesprit,ice-punch
mesprit,thunder-punch
mesprit,snore
mesprit,iron-tail
mesprit,helping-hand
mesprit,trick
mesprit,role-play
mesprit,magic-coat
mesprit,recycle
mesprit,knock-off
mesprit,skill-swap
mesprit,signal-beam
mesprit,shock-wave
mesprit,water-pulse
mesprit,zen-headbutt
mesprit,stealth-rock
mesprit,wonder-room
mesprit,telekinesis
mesprit,magic-room
mesprit,ally-switch
mesprit,laser-focus
azelf,fire-punch
azelf,ice-punch
azelf,thunder-punch
azelf,snore
azelf,iron-tail
azelf,uproar
azelf,helping-hand
azelf,trick
azelf,role-play
azelf,magic-coat
azelf,recycle
azelf,knock-off
azelf,skill-swap
azelf,signal-beam
azelf,shock-wave
azelf,water-pulse
azelf,last-resort
azelf,zen-headbutt
azelf,stealth-rock
azelf,wonder-room
azelf,telekinesis
azelf,magic-room
azelf,ally-switch
azelf,laser-focus
dialga,snore
dialga,outrage
dialga,iron-tail
dialga,hyper-voice
dialga,iron-defense
dialga,shock-wave
dialga,gravity
dialga,magnet-rise
dialga,dragon-pulse
dialga,earth-power
dialga,draco-meteor
dialga,iron-head
dialga,stealth-rock
dialga,stomping-tantrum
palkia,snore
palkia,outrage
palkia,focus-punch
palkia,hyper-voice
palkia,shock-wave
palkia,water-pulse
palkia,gravity
palkia,aqua-tail
palkia,dragon-pulse
palkia,earth-power
palkia,draco-meteor
palkia,stomping-tantrum
palkia,liquidation
heatran,snore
heatran,uproar
heatran,heat-wave
heatran,iron-defense
heatran,dragon-pulse
heatran,earth-power
heatran,iron-head
heatran,stealth-rock
heatran,bug-bite
heatran,stomping-tantrum
regigigas,fire-punch
regigigas,ice-punch
regigigas,thunder-punch
regigigas,snore
regigigas,icy-wind
regigigas,focus-punch
regigigas,superpower
regigigas,knock-off
regigigas,block
regigigas,shock-wave
regigigas,gravity
regigigas,drain-punch
regigigas,earth-power
regigigas,zen-headbutt
regigigas,iron-head
regigigas,stomping-tantrum
giratina,snore
giratina,spite
giratina,icy-wind
giratina,outrage
giratina,pain-split
giratina,iron-tail
giratina,hyper-voice
giratina,shock-wave
giratina,gravity
giratina,aqua-tail
giratina,dragon-pulse
giratina,earth-power
giratina,defog
giratina,draco-meteor
giratina,iron-head
giratina,telekinesis
giratina-origin,snore
giratina-origin,spite
giratina-origin,icy-wind
giratina-origin,outrage
giratina-origin,iron-tail
giratina-origin,magic-coat
giratina-origin,hyper-voice
giratina-origin,shock-wave
giratina-origin,gravity
giratina-origin,tailwind
giratina-origin,aqua-tail
giratina-origin,dragon-pulse
giratina-origin,earth-power
giratina-origin,defog
giratina-origin,draco-meteor
giratina-origin,iron-head
giratina-origin,telekinesis
cresselia,snore
cresselia,icy-wind
cresselia,helping-hand
cresselia,trick
cresselia,magic-coat
cresselia,recycle
cresselia,skill-swap
cresselia,signal-beam
cresselia,gravity
cresselia,zen-headbutt
cresselia,telekinesis
cresselia,magic-room
cresselia,ally-switch
phione,snore
phione,icy-wind
phione,heal-bell
phione,uproar
phione,helping-hand
phione,knock-off
phione,signal-beam
phione,bounce
phione,covet
phione,water-pulse
phione,last-resort
phione,liquidation
manaphy,snore
manaphy,icy-wind
manaphy,heal-bell
manaphy,uproar
manaphy,helping-hand
manaphy,knock-off
manaphy,skill-swap
manaphy,signal-beam
manaphy,bounce
manaphy,covet
manaphy,water-pulse
manaphy,last-resort
manaphy,liquidation
darkrai,snore
darkrai,spite
darkrai,icy-wind
darkrai,focus-punch
darkrai,trick
darkrai,knock-off
darkrai,snatch
darkrai,shock-wave
darkrai,last-resort
darkrai,drain-punch
darkrai,wonder-room
darkrai,foul-play
darkrai,throat-chop
shaymin,snore
shaymin,giga-drain
shaymin,synthesis
shaymin,endeavor
shaymin,covet
shaymin,last-resort
shaymin,worry-seed
shaymin,seed-bomb
shaymin,earth-power
shaymin,zen-headbutt
shaymin,laser-focus
shaymin-sky,snore
shaymin-sky,giga-drain
shaymin-sky,synthesis
shaymin-sky,covet
shaymin-sky,tailwind
shaymin-sky,last-resort
shaymin-sky,worry-seed
shaymin-sky,seed-bomb
shaymin-sky,zen-headbutt
shaymin-sky,laser-focus
arceus,snore
arceus,icy-wind
arceus,outrage
arceus,giga-drain
arceus,iron-tail
arceus,heat-wave
arceus,trick
arceus,magic-coat
arceus,recycle
arceus,hyper-voice
arceus,signal-beam
arceus,iron-defense
arceus,shock-wave
arceus,water-pulse
arceus,gravity
arceus,tailwind
arceus,last-resort
arceus,aqua-tail
arceus,dragon-pulse
arceus,earth-power
arceus,zen-headbutt
arceus,defog
arceus,draco-meteor
arceus,iron-head
arceus,stealth-rock
arceus,telekinesis
arceus,laser-focus
arceus,liquidation
arceus-fire,snore
arceus-fire,icy-wind
arceus-fire,outrage
arceus-fire,giga-drain
arceus-fire,iron-tail
arceus-fire,heat-wave
arceus-fire,trick
arceus-fire,magic-coat
arceus-fire,recycle
arceus-fire,hyper-voice
arceus-fire,signal-beam
arceus-fire,iron-defense
arceus-fire,shock-wave
arceus-fire,water-pulse
arceus-fire,gravity
arceus-fire,tailwind
arceus-fire,last-resort
arceus-fire,aqua-tail
arceus-fire,dragon-pulse
arceus-fire,earth-power
arceus-fire,zen-headbutt
arceus-fire,defog
arceus-fire,draco-meteor
arceus-fire,iron-head
arceus-fire,stealth-rock
arceus-fire,telekinesis
arceus-fire,laser-focus
arceus-fire,liquidation
arceus-water,snore
arceus-water,icy-wind
arceus-water,outrage
arceus-water,giga-drain
arceus-water,iron-tail
arceus-water,heat-wave
arceus-water,trick
arceus-water,magic-coat
arceus-water,recycle
arceus-water,hyper-voice
arceus-water,signal-beam
arceus-water,iron-defense
arceus-water,shock-wave
arceus-water,water-pulse
arceus-water,gravity
arceus-water,tailwind
arceus-water,last-resort
arceus-water,aqua-tail
arceus-water,dragon-pulse
arceus-water,earth-power
arceus-water,zen-headbutt
arceus-water,defog
arceus-water,draco-meteor
arceus-water,iron-head
arceus-water,stealth-rock
arceus-water,telekinesis
arceus-water,laser-focus
arceus-water,liquidation
arceus-grass,snore
arceus-grass,icy-wind
arceus-grass,outrage
arceus-grass,giga-drain
arceus-grass,iron-tail
arceus-grass,heat-wave
arceus-grass,trick
arceus-grass,magic-coat
arceus-grass,recycle
arceus-grass,hyper-voice
arceus-grass,signal-beam
arceus-grass,iron-defense
arceus-grass,shock-wave
arceus-grass,water-pulse
arceus-grass,gravity
arceus-grass,tailwind
arceus-grass,last-resort
arceus-grass,aqua-tail
arceus-grass,dragon-pulse
arceus-grass,earth-power
arceus-grass,zen-headbutt
arceus-grass,defog
arceus-grass,draco-meteor
arceus-grass,iron-head
arceus-grass,stealth-rock
arceus-grass,telekinesis
arceus-grass,laser-focus
arceus-grass,liquidation
arceus-electric,snore
arceus-electric,icy-wind
arceus-electric,outrage
arceus-electric,giga-drain
arceus-electric,iron-tail
arceus-electric,heat-wave
arceus-electric,trick
arceus-electric,magic-coat
arceus-electric,recycle
arceus-electric,hyper-voice
arceus-electric,signal-beam
arceus-electric,iron-defense
arceus-electric,shock-wave
arceus-electric,water-pulse
arceus-electric,gravity
arceus-electric,tailwind
arceus-electric,last-resort
arceus-electric,aqua-tail
arceus-electric,dragon-pulse
arceus-electric,earth-power
arceus-electric,zen-headbutt
arceus-electric,defog
arceus-electric,draco-meteor
arceus-electric,iron-head
arceus-electric,stealth-rock
arceus-electric,telekinesis
arceus-electric,laser-focus
arceus-electric,liquidation
arceus-ice,snore
arceus-ice,icy-wind
arceus-ice,outrage
arceus-ice,giga-drain
arceus-ice,iron-tail
arceus-ice,heat-wave
arceus-ice,trick
arceus-ice,magic-coat
arceus-ice,recycle
arceus-ice,hyper-voice
arceus-ice,signal-beam
arceus-ice,iron-defense
arceus-ice,shock-wave
arceus-ice,water-pulse
arceus-ice,gravity
arceus-ice,tailwind
arceus-ice,last-resort
arceus-ice,aqua-tail
arceus-ice,dragon-pulse
arceus-ice,earth-power
arceus-ice,zen-headbutt
arceus-ice,defog
arceus-ice,draco-meteor
arceus-ice,iron-head
arceus-ice,stealth-rock
arceus-ice,telekinesis
arceus-ice,laser-focus
arceus-ice,liquidation
arceus-fighting,snore
arceus-fighting,icy-wind
arceus-fighting,outrage
arceus-fighting,giga-drain
arceus-fighting,iron-tail
arceus-fighting,heat-wave
arceus-fighting,trick
arceus-fighting,magic-coat
arceus-fighting,recycle
arceus-fighting,hyper-voice
arceus-fighting,signal-beam
arceus-fighting,iron-defense
arceus-fighting,shock-wave
arceus-fighting,water-pulse
arceus-fighting,gravity
arceus-fighting,tailwind
arceus-fighting,last-resort
arceus-fighting,aqua-tail
arceus-fighting,dragon-pulse
arceus-fighting,earth-power
arceus-fighting,zen-headbutt
arceus-fighting,defog
arceus-fighting,draco-meteor
arceus-fighting,iron-head
arceus-fighting,stealth-rock
arceus-fighting,telekinesis
arceus-fighting,laser-focus
arceus-fighting,liquidation
arceus-poison,snore
arceus-poison,icy-wind
arceus-poison,outrage
arceus-poison,giga-drain
arceus-poison,iron-tail
arceus-poison,heat-wave
arceus-poison,trick
arceus-poison,magic-coat
arceus-poison,recycle
arceus-poison,hyper-voice
arceus-poison,signal-beam
arceus-poison,iron-defense
arceus-poison,shock-wave
arceus-poison,water-pulse
arceus-poison,gravity
arceus-poison,tailwind
arceus-poison,last-resort
arceus-poison,aqua-tail
arceus-poison,dragon-pulse
arceus-poison,earth-power
arceus-poison,zen-headbutt
arceus-poison,defog
arceus-poison,draco-meteor
arceus-poison,iron-head
arceus-poison,stealth-rock
arceus-poison,telekinesis
arceus-poison,laser-focus
arceus-poison,liquidation
arceus-ground,snore
arceus-ground,icy-wind
arceus-ground,outrage
arceus-ground,giga-drain
arceus-ground,iron-tail
arceus-ground,heat-wave
arceus-ground,trick
arceus-ground,magic-coat
arceus-ground,recycle
arceus-ground,hyper-voice
arceus-ground,signal-beam
arceus-ground,iron-defense
arceus-ground,shock-wave
arceus-ground,water-pulse
arceus-ground,gravity
arceus-ground,tailwind
arceus-ground,last-resort
arceus-ground,aqua-tail
arceus-ground,dragon-pulse
arceus-ground,earth-power
arceus-ground,zen-headbutt
arceus-ground,defog
arceus-ground,draco-meteor
arceus-ground,iron-head
arceus-ground,stealth-rock
arceus-ground,telekinesis
arceus-ground,laser-focus
arceus-ground,liquidation
arceus-flying,snore
arceus-flying,icy-wind
arceus-flying,outrage
arceus-flying,giga-drain
arceus-flying,iron-tail
arceus-flying,heat-wave
arceus-flying,trick
arceus-flying,magic-coat
arceus-flying,recycle
arceus-flying,hyper-voice
arceus-flying,signal-beam
arceus-flying,iron-defense
arceus-flying,shock-wave
arceus-flying,water-pulse
arceus-flying,gravity
arceus-flying,tailwind
arceus-flying,last-resort
arceus-flying,aqua-tail
arceus-flying,dragon-pulse
arceus-flying,earth-power
arceus-flying,zen-headbutt
arceus-flying,defog
arceus-flying,draco-meteor
arceus-flying,iron-head
arceus-flying,stealth-rock
arceus-flying,telekinesis
arceus-flying,laser-focus
arceus-flying,liquidation
arceus-psychic,snore
arceus-psychic,icy-wind
arceus-psychic,outrage
arceus-psychic,giga-drain
arceus-psychic,iron-tail
arceus-psychic,heat-wave
arceus-psychic,trick
arceus-psychic,magic-coat
arceus-psychic,recycle
arceus-psychic,hyper-voice
arceus-psychic,signal-beam
arceus-psychic,iron-defense
arceus-psychic,shock-wave
arceus-psychic,water-pulse
arceus-psychic,gravity
arceus-psychic,tailwind
arceus-psychic,last-resort
arceus-psychic,aqua-tail
arceus-psychic,dragon-pulse
arceus-psychic,earth-power
arceus-psychic,zen-headbutt
arceus-psychic,defog
arceus-psychic,draco-meteor
arceus-psychic,iron-head
arceus-psychic,stealth-rock
arceus-psychic,telekinesis
arceus-psychic,laser-focus
arceus-psychic,liquidation
arceus-bug,snore
arceus-bug,icy-wind
arceus-bug,outrage
arceus-bug,giga-drain
arceus-bug,iron-tail
arceus-bug,heat-wave
arceus-bug,trick
arceus-bug,magic-coat
arceus-bug,recycle
arceus-bug,hyper-voice
arceus-bug,signal-beam
arceus-bug,iron-defense
arceus-bug,shock-wave
arceus-bug,water-pulse
arceus-bug,gravity
arceus-bug,tailwind
arceus-bug,last-resort
arceus-bug,aqua-tail
arceus-bug,dragon-pulse
arceus-bug,earth-power
arceus-bug,zen-headbutt
arceus-bug,defog
arceus-bug,draco-meteor
arceus-bug,iron-head
arceus-bug,stealth-rock
arceus-bug,telekinesis
arceus-bug,laser-focus
arceus-bug,liquidation
arceus-rock,snore
arceus-rock,icy-wind
arceus-rock,outrage
arceus-rock,giga-drain
arceus-rock,iron-tail
arceus-rock,heat-wave
arceus-rock,trick
arceus-rock,magic-coat
arceus-rock,recycle
arceus-rock,hyper-voice
arceus-rock,signal-beam
arceus-rock,iron-defense
arceus-rock,shock-wave
arceus-rock,water-pulse
arceus-rock,gravity
arceus-rock,tailwind
arceus-rock,last-resort
arceus-rock,aqua-tail
arceus-rock,dragon-pulse
arceus-rock,earth-power
arceus-rock,zen-headbutt
arceus-rock,defog
arceus-rock,draco-meteor
arceus-rock,iron-head
arceus-rock,stealth-rock
arceus-rock,telekinesis
arceus-rock,laser-focus
arceus-rock,liquidation
arceus-ghost,snore
arceus-ghost,icy-wind
arceus-ghost,outrage
arceus-ghost,giga-drain
arceus-ghost,iron-tail
arceus-ghost,heat-wave
arceus-ghost,trick
arceus-ghost,magic-coat
arceus-ghost,recycle
arceus-ghost,hyper-voice
arceus-ghost,signal-beam
arceus-ghost,iron-defense
arceus-ghost,shock-wave
arceus-ghost,water-pulse
arceus-ghost,gravity
arceus-ghost,tailwind
arceus-ghost,last-resort
arceus-ghost,aqua-tail
arceus-ghost,dragon-pulse
arceus-ghost,earth-power
arceus-ghost,zen-headbutt
arceus-ghost,defog
arceus-ghost,draco-meteor
arceus-ghost,iron-head
arceus-ghost,stealth-rock
arceus-ghost,telekinesis
arceus-ghost,laser-focus
arceus-ghost,liquidation
arceus-dragon,snore
arceus-dragon,icy-wind
arceus-dragon,outrage
arceus-dragon,giga-drain
arceus-dragon,iron-tail
arceus-dragon,heat-wave
arceus-dragon,trick
arceus-dragon,magic-coat
arceus-dragon,recycle
arceus-dragon,hyper-voice
arceus-dragon,signal-beam
arceus-dragon,iron-defense
arceus-dragon,shock-wave
arceus-dragon,water-pulse
arceus-dragon,gravity
arceus-dragon,tailwind
arceus-dragon,last-resort
arceus-dragon,aqua-tail
arceus-dragon,dragon-pulse
arceus-dragon,earth-power
arceus-dragon,zen-headbutt
arceus-dragon,defog
arceus-dragon,draco-meteor
arceus-dragon,iron-head
arceus-dragon,stealth-rock
arceus-dragon,telekinesis
arceus-dragon,laser-focus
arceus-dragon,liquidation
arceus-dark,snore
arceus-dark,icy-wind
arceus-dark,outrage
arceus-dark,giga-drain
arceus-dark,iron-tail
arceus-dark,heat-wave
arceus-dark,trick
arceus-dark,magic-coat
arceus-dark,recycle
arceus-dark,hyper-voice
arceus-dark,signal-beam
arceus-dark,iron-defense
arceus-dark,shock-wave
