pokemon_identifier,move_identifier,level
latios,luster-purge,24
latios,psycho-shift,28
latios,recover,32
latios,telekinesis,36
latios,zen-headbutt,41
latios,power-split,46
latios,psychic,51
latios,dragon-pulse,56
latios,memento,61
latios-mega,memento,1
latios-mega,helping-hand,1
latios-mega,heal-block,1
latios-mega,psywave,1
latios-mega,safeguard,1
latios-mega,protect,4
latios-mega,dragon-dance,7
latios-mega,stored-power,10
latios-mega,refresh,13
latios-mega,heal-pulse,16
latios-mega,dragon-breath,20
latios-mega,luster-purge,24
latios-mega,psycho-shift,28
latios-mega,recover,32
latios-mega,telekinesis,36
latios-mega,zen-headbutt,41
latios-mega,power-split,46
latios-mega,psychic,51
latios-mega,dragon-pulse,56
latios-mega,memento,61
kyogre,ancient-power,1
kyogre,water-pulse,1
kyogre,scary-face,5
kyogre,aqua-tail,15
kyogre,body-slam,20
kyogre,aqua-ring,30
kyogre,ice-beam,35
kyogre,origin-pulse,45
kyogre,calm-mind,50
kyogre,muddy-water,60
kyogre,sheer-cold,65
kyogre,hydro-pump,75
kyogre,double-edge,80
kyogre,water-spout,90
kyogre-primal,ancient-power,1
kyogre-primal,water-pulse,1
kyogre-primal,scary-face,5
kyogre-primal,aqua-tail,15
kyogre-primal,body-slam,20
kyogre-primal,aqua-ring,30
kyogre-primal,ice-beam,35
kyogre-primal,origin-pulse,45
kyogre-primal,calm-mind,50
kyogre-primal,muddy-water,60
kyogre-primal,sheer-cold,65
kyogre-primal,hydro-pump,75
kyogre-primal,double-edge,80
kyogre-primal,water-spout,90
groudon,ancient-power,1
groudon,mud-shot,1
groudon,scary-face,5
groudon,earth-power,15
groudon,lava-plume,20
groudon,rest,30
groudon,earthquake,35
groudon,precipice-blades,45
groudon,bulk-up,50
groudon,solar-beam,60
groudon,fissure,65
groudon,fire-blast,75
groudon,hammer-arm,80
groudon,eruption,90
groudon-primal,ancient-power,1
groudon-primal,mud-shot,1
groudon-primal,scary-face,5
groudon-primal,earth-power,15
groudon-primal,lava-plume,20
groudon-primal,rest,30
groudon-primal,earthquake,35
groudon-primal,precipice-blades,45
groudon-primal,bulk-up,50
groudon-primal,solar-beam,60
groudon-primal,fissure,65
groudon-primal,fire-blast,75
groudon-primal,hammer-arm,80
groudon-primal,eruption,90
rayquaza,twister,1
rayquaza,scary-face,5
rayquaza,ancient-power,15
rayquaza,crunch,20
rayquaza,air-slash,30
rayquaza,rest,35
rayquaza,extreme-speed,45
rayquaza,dragon-pulse,50
rayquaza,dragon-dance,60
rayquaza,fly,65
rayquaza,hyper-voice,75
rayquaza,outrage,80
rayquaza,hyper-beam,90
rayquaza-mega,twister,1
rayquaza-mega,scary-face,5
rayquaza-mega,ancient-power,15
rayquaza-mega,crunch,20
rayquaza-mega,air-slash,30
rayquaza-mega,rest,35
rayquaza-mega,extreme-speed,45
rayquaza-mega,dragon-pulse,50
rayquaza-mega,dragon-dance,60
rayquaza-mega,fly,65
rayquaza-mega,hyper-voice,75
rayquaza-mega,outrage,80
rayquaza-mega,hyper-beam,90
jirachi,confusion,1
jirachi,wish,1
jirachi,swift,7
jirachi,helping-hand,14
jirachi,life-dew,21
jirachi,zen-headbutt,28
jirachi,gravity,35
jirachi,psychic,42
jirachi,meteor-mash,49
jirachi,healing-wish,56
jirachi,rest,63
jirachi,future-sight,70
jirachi,double-edge,77
jirachi,cosmic-power,84
jirachi,last-resort,91
jirachi,doom-desire,98
deoxys,leer,1
deoxys,wrap,1
deoxys,night-shade,7
deoxys,teleport,13
deoxys,knock-off,19
deoxys,pursuit,25
deoxys,psychic,31
deoxys,snatch,37
deoxys,psycho-shift,43
deoxys,zen-headbutt,49
deoxys,cosmic-power,55
deoxys,recover,61
deoxys,psycho-boost,67
deoxys,hyper-beam,73
deoxys-attack,leer,1
deoxys-attack,wrap,1
deoxys-attack,night-shade,7
deoxys-attack,teleport,13
deoxys-attack,taunt,19
deoxys-attack,pursuit,25
deoxys-attack,psychic,31
deoxys-attack,superpower,37
deoxys-attack,psycho-shift,43
deoxys-attack,zen-headbutt,49
deoxys-attack,cosmic-power,55
deoxys-attack,zap-cannon,61
deoxys-attack,psycho-boost,67
deoxys-attack,hyper-beam,73
deoxys-defense,leer,1
deoxys-defense,wrap,1
deoxys-defense,night-shade,7
deoxys-defense,teleport,13
deoxys-defense,knock-off,19
deoxys-defense,spikes,25
deoxys-defense,psychic,31
deoxys-defense,snatch,37
deoxys-defense,psycho-shift,43
deoxys-defense,zen-headbutt,49
deoxys-defense,iron-defense,55
deoxys-defense,amnesia,55
deoxys-defense,recover,61
deoxys-defense,psycho-boost,67
deoxys-defense,counter,73
deoxys-defense,mirror-coat,73
deoxys-speed,leer,1
deoxys-speed,wrap,1
deoxys-speed,night-shade,7
deoxys-speed,double-team,13
deoxys-speed,knock-off,19
deoxys-speed,pursuit,25
deoxys-speed,psychic,31
deoxys-speed,swift,37
deoxys-speed,psycho-shift,43
deoxys-speed,zen-headbutt,49
deoxys-speed,agility,55
deoxys-speed,recover,61
deoxys-speed,psycho-boost,67
deoxys-speed,extreme-speed,73
turtwig,tackle,1
turtwig,withdraw,5
turtwig,absorb,9
turtwig,razor-leaf,13
turtwig,curse,17
turtwig,bite,21
turtwig,mega-drain,25
turtwig,leech-seed,29
turtwig,synthesis,33
turtwig,crunch,37
turtwig,giga-drain,41
turtwig,leaf-storm,45
grotle,tackle,1
grotle,withdraw,1
grotle,absorb,1
grotle,withdraw,5
grotle,absorb,9
grotle,razor-leaf,13
grotle,curse,17
grotle,bite,22
grotle,mega-drain,27
grotle,leech-seed,32
grotle,synthesis,37
grotle,crunch,42
grotle,giga-drain,47
grotle,leaf-storm,52
torterra,earthquake,1
torterra,wood-hammer,1
torterra,tackle,1
torterra,withdraw,1
torterra,absorb,1
torterra,razor-leaf,1
torterra,withdraw,5
torterra,absorb,9
torterra,razor-leaf,13
torterra,curse,17
torterra,bite,22
torterra,mega-drain,27
torterra,leech-seed,33
torterra,synthesis,39
torterra,crunch,45
torterra,giga-drain,51
torterra,leaf-storm,57
chimchar,scratch,1
chimchar,leer,1
chimchar,ember,7
chimchar,taunt,9
chimchar,fury-swipes,15
chimchar,flame-wheel,17
chimchar,nasty-plot,23
chimchar,torment,25
chimchar,facade,31
chimchar,fire-spin,33
chimchar,acrobatics,39
chimchar,slack-off,41
chimchar,flamethrower,47
monferno,mach-punch,1
monferno,scratch,1
monferno,leer,1
monferno,ember,1
monferno,ember,7
monferno,taunt,9
monferno,fury-swipes,16
monferno,flame-wheel,19
monferno,feint,26
monferno,torment,29
monferno,close-combat,36
monferno,fire-spin,39
monferno,acrobatics,46
monferno,slack-off,49
monferno,flare-blitz,56
infernape,close-combat,1
infernape,mach-punch,1
infernape,flare-blitz,1
infernape,scratch,1
infernape,leer,1
infernape,ember,1
infernape,taunt,1
infernape,ember,7
infernape,taunt,9
infernape,fury-swipes,16
infernape,flame-wheel,19
infernape,feint,26
infernape,punishment,29
infernape,fire-spin,42
infernape,acrobatics,52
infernape,calm-mind,58
infernape,flare-blitz,68
piplup,pound,1
piplup,growl,4
piplup,bubble,8
piplup,water-sport,11
piplup,peck,15
piplup,bubble-beam,18
piplup,bide,22
piplup,fury-attack,25
piplup,brine,29
piplup,whirlpool,32
piplup,mist,36
piplup,drill-peck,39
piplup,hydro-pump,43
prinplup,metal-claw,1
prinplup,tackle,1
prinplup,growl,1
prinplup,bubble,1
prinplup,growl,4
prinplup,bubble,8
prinplup,water-sport,11
prinplup,peck,15
prinplup,bubble-beam,19
prinplup,bide,24
prinplup,fury-attack,28
prinplup,brine,33
prinplup,whirlpool,37
prinplup,mist,42
prinplup,drill-peck,46
prinplup,hydro-pump,50
empoleon,aqua-jet,1
empoleon,metal-claw,1
empoleon,tackle,1
empoleon,growl,1
empoleon,bubble,1
empoleon,growl,4
empoleon,bubble,8
empoleon,swords-dance,11
empoleon,peck,15
empoleon,bubble-beam,19
empoleon,swagger,24
empoleon,fury-attack,28
empoleon,brine,33
empoleon,whirlpool,39
empoleon,mist,46
empoleon,drill-peck,52
empoleon,hydro-pump,59
starly,tackle,1
starly,growl,1
starly,quick-attack,5
starly,wing-attack,9
starly,double-team,13
starly,endeavor,17
starly,whirlwind,21
starly,aerial-ace,25
starly,take-down,29
starly,agility,33
starly,brave-bird,37
starly,final-gambit,41
staravia,tackle,1
staravia,growl,1
staravia,quick-attack,1
staravia,quick-attack,5
staravia,wing-attack,9
staravia,double-team,13
staravia,endeavor,18
staravia,whirlwind,23
staravia,aerial-ace,28
staravia,take-down,33
staravia,agility,38
staravia,brave-bird,43
staravia,final-gambit,48
staraptor,close-combat,1
staraptor,tackle,1
staraptor,growl,1
staraptor,quick-attack,1
staraptor,wing-attack,1
staraptor,quick-attack,5
staraptor,wing-attack,9
staraptor,double-team,13
staraptor,endeavor,18
staraptor,whirlwind,23
staraptor,aerial-ace,28
staraptor,take-down,33
staraptor,agility,41
staraptor,brave-bird,49
staraptor,final-gambit,57
bidoof,tackle,1
bidoof,growl,1
bidoof,defense-curl,5
bidoof,rollout,9
bidoof,headbutt,13
bidoof,hyper-fang,17
bidoof,yawn,21
bidoof,crunch,25
bidoof,take-down,29
bidoof,super-fang,33
bidoof,swords-dance,37
bidoof,amnesia,41
bidoof,superpower,45
bidoof,curse,49
bibarel,water-gun,1
bibarel,aqua-jet,1
bibarel,rototiller,1
bibarel,tackle,1
bibarel,growl,1
bibarel,defense-curl,5
bibarel,rollout,9
bibarel,headbutt,13
bibarel,hyper-fang,18
bibarel,yawn,23
bibarel,crunch,28
bibarel,take-down,33
bibarel,super-fang,38
bibarel,swords-dance,43
bibarel,amnesia,48
bibarel,superpower,53
bibarel,curse,58
kricketot,growl,1
kricketot,bide,1
kricketot,struggle-bug,6
kricketot,bug-bite,16
kricketune,fury-cutter,1
kricketune,growl,1
kricketune,bide,1
kricketune,absorb,14
kricketune,sing,18
kricketune,focus-energy,22
kricketune,slash,26
kricketune,x-scissor,30
kricketune,screech,34
kricketune,fell-stinger,36
kricketune,taunt,38
kricketune,night-slash,42
kricketune,sticky-web,44
kricketune,bug-buzz,46
kricketune,perish-song,50
shinx,tackle,1
shinx,leer,5
shinx,charge,9
shinx,baby-doll-eyes,11
shinx,spark,13
shinx,bite,17
shinx,roar,21
shinx,swagger,25
shinx,thunder-fang,29
shinx,crunch,33
shinx,scary-face,37
shinx,discharge,41
shinx,wild-charge,45
luxio,tackle,1
luxio,leer,1
luxio,leer,5
luxio,charge,9
luxio,spark,13
luxio,bite,18
luxio,roar,23
luxio,swagger,28
luxio,thunder-fang,33
luxio,crunch,38
luxio,scary-face,43
luxio,discharge,48
luxio,wild-charge,53
luxray,electric-terrain,1
luxray,tackle,1
luxray,leer,1
luxray,charge,1
luxray,leer,5
luxray,charge,9
luxray,spark,13
luxray,bite,18
luxray,roar,23
luxray,swagger,28
luxray,thunder-fang,35
luxray,crunch,42
luxray,scary-face,49
luxray,discharge,56
luxray,wild-charge,63
luxray,electric-terrain,67
cranidos,headbutt,1
cranidos,leer,1
cranidos,focus-energy,6
cranidos,pursuit,10
cranidos,take-down,15
cranidos,scary-face,19
cranidos,assurance,24
cranidos,chip-away,28
cranidos,ancient-power,33
cranidos,zen-headbutt,37
cranidos,screech,42
cranidos,head-smash,46
rampardos,endeavor,1
rampardos,headbutt,1
rampardos,leer,1
rampardos,focus-energy,1
rampardos,pursuit,1
rampardos,focus-energy,6
rampardos,pursuit,10
rampardos,take-down,15
rampardos,scary-face,19
rampardos,assurance,24
rampardos,chip-away,28
rampardos,ancient-power,36
rampardos,zen-headbutt,43
rampardos,screech,51
rampardos,head-smash,58
shieldon,tackle,1
shieldon,protect,1
shieldon,taunt,6
shieldon,metal-sound,10
shieldon,take-down,15
shieldon,iron-defense,19
shieldon,swagger,24
shieldon,ancient-power,28
shieldon,endure,33
shieldon,metal-burst,37
shieldon,iron-head,42
shieldon,heavy-slam,46
bastiodon,block,1
bastiodon,tackle,1
bastiodon,protect,1
bastiodon,taunt,1
bastiodon,metal-sound,1
bastiodon,taunt,6
bastiodon,metal-sound,10
bastiodon,take-down,15
bastiodon,iron-defense,19
bastiodon,swagger,24
bastiodon,ancient-power,28
bastiodon,endure,36
bastiodon,metal-burst,43
bastiodon,iron-head,51
bastiodon,heavy-slam,58
burmy-plant,protect,1
burmy-plant,tackle,10
burmy-plant,bug-bite,15
burmy-plant,hidden-power,20
burmy-sandy,protect,1
burmy-sandy,tackle,10
burmy-sandy,bug-bite,15
burmy-sandy,hidden-power,20
burmy-trash,protect,1
burmy-trash,tackle,10
burmy-trash,bug-bite,15
burmy-trash,hidden-power,20
wormadam-plant,quiver-dance,1
wormadam-plant,sucker-punch,1
wormadam-plant,tackle,1
wormadam-plant,protect,1
wormadam-plant,bug-bite,1
wormadam-plant,protect,10
wormadam-plant,bug-bite,15
wormadam-plant,hidden-power,20
wormadam-plant,confusion,23
wormadam-plant,razor-leaf,26
wormadam-plant,growth,29
wormadam-plant,psybeam,32
wormadam-plant,captivate,35
wormadam-plant,flail,38
wormadam-plant,attract,41
wormadam-plant,psychic,44
wormadam-plant,leaf-storm,47
wormadam-plant,bug-buzz,50
wormadam-sandy,quiver-dance,1
wormadam-sandy,sucker-punch,1
wormadam-sandy,tackle,1
wormadam-sandy,protect,1
wormadam-sandy,bug-bite,1
wormadam-sandy,protect,10
wormadam-sandy,bug-bite,15
wormadam-sandy,hidden-power,20
wormadam-sandy,confusion,23
wormadam-sandy,rock-blast,26
wormadam-sandy,harden,29
wormadam-sandy,psybeam,32
wormadam-sandy,captivate,35
wormadam-sandy,flail,38
wormadam-sandy,attract,41
wormadam-sandy,psychic,44
wormadam-sandy,fissure,47
wormadam-sandy,bug-buzz,50
wormadam-trash,quiver-dance,1
wormadam-trash,metal-burst,1
wormadam-trash,sucker-punch,1
wormadam-trash,tackle,1
wormadam-trash,protect,1
wormadam-trash,bug-bite,1
wormadam-trash,protect,10
wormadam-trash,bug-bite,15
wormadam-trash,hidden-power,20
wormadam-trash,confusion,23
wormadam-trash,mirror-shot,26
wormadam-trash,metal-sound,29
wormadam-trash,psybeam,32
wormadam-trash,captivate,35
wormadam-trash,flail,38
wormadam-trash,attract,41
wormadam-trash,psychic,44
wormadam-trash,iron-head,47
wormadam-trash,bug-buzz,50
mothim,quiver-dance,1
mothim,tackle,1
mothim,protect,1
mothim,bug-bite,1
mothim,protect,10
mothim,bug-bite,15
mothim,hidden-power,20
mothim,confusion,23
mothim,gust,26
mothim,poison-powder,29
mothim,psybeam,32
mothim,camouflage,35
mothim,silver-wind,38
mothim,air-slash,41
mothim,psychic,44
mothim,lunge,47
mothim,bug-buzz,50
combee,sweet-scent,1
combee,gust,1
combee,struggle-bug,1
combee,bug-bite,1
vespiquen,slash,1
vespiquen,struggle-bug,1
vespiquen,bug-bite,1
vespiquen,sweet-scent,1
vespiquen,gust,1
vespiquen,poison-sting,1
vespiquen,confuse-ray,1
vespiquen,fury-cutter,4
vespiquen,aromatic-mist,8
vespiquen,fell-stinger,12
vespiquen,fury-swipes,16
vespiquen,swagger,20
vespiquen,aromatherapy,24
vespiquen,air-slash,28
vespiquen,power-gem,32
vespiquen,toxic,36
vespiquen,attack-order,40
vespiquen,defend-order,40
vespiquen,destiny-bond,44
pachirisu,growl,1
pachirisu,bide,1
pachirisu,quick-attack,5
pachirisu,charm,9
pachirisu,spark,13
pachirisu,endure,17
pachirisu,nuzzle,19
pachirisu,swift,21
pachirisu,electro-ball,25
pachirisu,sweet-kiss,29
pachirisu,thunder-wave,33
pachirisu,super-fang,37
pachirisu,discharge,41
pachirisu,last-resort,45
pachirisu,hyper-fang,49
buizel,sonic-boom,1
buizel,growl,4
buizel,water-sport,7
buizel,quick-attack,11
buizel,water-gun,15
buizel,pursuit,18
buizel,swift,21
buizel,aqua-jet,24
buizel,double-hit,27
buizel,whirlpool,31
buizel,razor-wind,35
buizel,aqua-tail,38
buizel,agility,41
buizel,hydro-pump,45
floatzel,ice-fang,1
floatzel,crunch,1
floatzel,sonic-boom,1
floatzel,growl,1
floatzel,water-sport,1
floatzel,quick-attack,1
floatzel,growl,4
floatzel,water-sport,7
floatzel,quick-attack,11
floatzel,water-gun,15
floatzel,pursuit,18
floatzel,swift,21
floatzel,aqua-jet,24
floatzel,double-hit,29
floatzel,whirlpool,35
floatzel,razor-wind,41
floatzel,aqua-tail,46
floatzel,agility,51
floatzel,hydro-pump,57
cherubi,morning-sun,1
cherubi,tackle,1
cherubi,leafage,5
cherubi,growth,10
cherubi,helping-hand,15
cherubi,magical-leaf,20
cherubi,leech-seed,26
cherubi,take-down,30
cherubi,petal-blizzard,35
cherubi,worry-seed,40
cherubi,solar-beam,45
cherrim,sunny-day,1
cherrim,flower-shield,1
cherrim,morning-sun,1
cherrim,tackle,1
cherrim,leafage,1
cherrim,growth,1
cherrim,helping-hand,15
cherrim,magical-leaf,20
cherrim,leech-seed,28
cherrim,take-down,34
cherrim,petal-blizzard,41
cherrim,worry-seed,48
cherrim,solar-beam,55
cherrim,petal-dance,62
cherrim-sunshine,sunny-day,1
cherrim-sunshine,flower-shield,1
cherrim-sunshine,morning-sun,1
cherrim-sunshine,tackle,1
cherrim-sunshine,leafage,1
cherrim-sunshine,growth,1
cherrim-sunshine,helping-hand,15
cherrim-sunshine,magical-leaf,20
cherrim-sunshine,leech-seed,28
cherrim-sunshine,take-down,34
cherrim-sunshine,petal-blizzard,41
cherrim-sunshine,worry-seed,48
cherrim-sunshine,solar-beam,55
cherrim-sunshine,petal-dance,62
shellos-west,water-gun,1
shellos-west,mud-slap,1
shellos-west,harden,5
shellos-west,recover,10
shellos-west,water-pulse,15
shellos-west,ancient-power,20
shellos-west,body-slam,25
shellos-west,muddy-water,31
shellos-west,earth-power,35
shellos-west,rain-dance,40
shellos-west,memento,45
shellos-east,water-gun,1
shellos-east,mud-slap,1
shellos-east,harden,5
shellos-east,recover,10
shellos-east,water-pulse,15
shellos-east,ancient-power,20
shellos-east,body-slam,25
shellos-east,muddy-water,31
shellos-east,earth-power,35
shellos-east,rain-dance,40
shellos-east,memento,45
gastrodon-west,water-gun,1
gastrodon-west,mud-slap,1
gastrodon-west,harden,1
gastrodon-west,recover,1
gastrodon-west,water-pulse,15
gastrodon-west,ancient-power,20
gastrodon-west,body-slam,25
gastrodon-west,muddy-water,33
gastrodon-west,earth-power,39
gastrodon-west,rain-dance,46
gastrodon-west,memento,53
gastrodon-east,water-gun,1
gastrodon-east,mud-slap,1
gastrodon-east,harden,1
gastrodon-east,recover,1
gastrodon-east,water-pulse,15
gastrodon-east,ancient-power,20
gastrodon-east,body-slam,25
gastrodon-east,muddy-water,33
gastrodon-east,earth-power,39
gastrodon-east,rain-dance,46
gastrodon-east,memento,53
drifloon,minimize,1
drifloon,astonish,1
drifloon,gust,4
drifloon,focus-energy,8
drifloon,payback,12
drifloon,hex,16
drifloon,shadow-ball,20
drifloon,stockpile,24
drifloon,swallow,24
drifloon,spit-up,24
drifloon,self-destruct,29
drifloon,destiny-bond,32
drifloon,baton-pass,36
drifloon,tailwind,40
drifloon,explosion,44
drifblim,phantom-force,1
drifblim,strength-sap,1
drifblim,minimize,1
drifblim,astonish,1
drifblim,gust,1
drifblim,focus-energy,1
drifblim,payback,12
drifblim,hex,16
drifblim,shadow-ball,20
drifblim,stockpile,24
drifblim,swallow,24
drifblim,spit-up,24
drifblim,self-destruct,31
drifblim,destiny-bond,36
drifblim,baton-pass,42
drifblim,tailwind,48
drifblim,explosion,54
buneary,frustration,1
buneary,defense-curl,1
buneary,splash,1
buneary,pound,1
buneary,foresight,1
buneary,endure,6
buneary,baby-doll-eyes,13
buneary,quick-attack,16
buneary,jump-kick,23
buneary,baton-pass,26
buneary,agility,33
buneary,dizzy-punch,36
buneary,after-you,43
buneary,charm,46
buneary,entrainment,50
buneary,bounce,56
buneary,healing-wish,63
lopunny,return,1
lopunny,healing-wish,1
lopunny,bounce,1
lopunny,rototiller,1
lopunny,mirror-coat,1
lopunny,magic-coat,1
lopunny,defense-curl,1
lopunny,splash,1
lopunny,pound,1
lopunny,foresight,1
lopunny,endure,6
lopunny,baby-doll-eyes,13
lopunny,quick-attack,16
lopunny,jump-kick,23
lopunny,baton-pass,26
lopunny,agility,33
lopunny,dizzy-punch,36
lopunny,after-you,43
lopunny,charm,46
lopunny,entrainment,53
lopunny,bounce,56
lopunny,healing-wish,63
lopunny,high-jump-kick,66
lopunny-mega,return,1
lopunny-mega,healing-wish,1
lopunny-mega,bounce,1
lopunny-mega,rototiller,1
lopunny-mega,mirror-coat,1
lopunny-mega,magic-coat,1
lopunny-mega,defense-curl,1
lopunny-mega,splash,1
lopunny-mega,pound,1
lopunny-mega,foresight,1
lopunny-mega,endure,6
lopunny-mega,baby-doll-eyes,13
lopunny-mega,quick-attack,16
lopunny-mega,jump-kick,23
lopunny-mega,baton-pass,26
lopunny-mega,agility,33
lopunny-mega,dizzy-punch,36
lopunny-mega,after-you,43
lopunny-mega,charm,46
lopunny-mega,entrainment,53
lopunny-mega,bounce,56
lopunny-mega,healing-wish,63
lopunny-mega,high-jump-kick,66
glameow,fake-out,1
glameow,scratch,5
glameow,growl,8
glameow,hypnosis,13
glameow,feint-attack,17
glameow,fury-swipes,20
glameow,charm,25
glameow,assist,29
glameow,captivate,32
glameow,slash,37
glameow,sucker-punch,41
glameow,attract,44
glameow,hone-claws,48
glameow,play-rough,50
purugly,swagger,1
purugly,fake-out,1
purugly,scratch,1
purugly,growl,1
purugly,scratch,5
purugly,growl,8
purugly,hypnosis,13
purugly,feint-attack,17
purugly,fury-swipes,20
purugly,charm,25
purugly,assist,29
purugly,captivate,32
purugly,slash,37
purugly,body-slam,45
purugly,attract,52
purugly,hone-claws,60
stunky,poison-gas,1
stunky,scratch,1
stunky,feint,3
stunky,smokescreen,6
stunky,acid-spray,9
stunky,fury-swipes,12
stunky,focus-energy,15
stunky,bite,18
stunky,venoshock,21
stunky,screech,24
stunky,toxic,27
stunky,sucker-punch,30
stunky,memento,33
stunky,night-slash,36
stunky,belch,39
stunky,venom-drench,42
stunky,explosion,45
skuntank,flamethrower,1
skuntank,poison-gas,1
skuntank,scratch,1
skuntank,feint,1
skuntank,smokescreen,1
skuntank,acid-spray,9
skuntank,fury-swipes,12
skuntank,focus-energy,15
skuntank,bite,18
skuntank,venoshock,21
skuntank,screech,24
skuntank,toxic,27
skuntank,sucker-punch,30
skuntank,memento,33
skuntank,night-slash,38
skuntank,belch,43
skuntank,venom-drench,48
skuntank,explosion,53
bronzor,tackle,1
bronzor,confusion,1
bronzor,confuse-ray,4
bronzor,payback,8
bronzor,imprison,12
bronzor,gyro-ball,16
bronzor,hypnosis,20
bronzor,safeguard,24
bronzor,extrasensory,28
bronzor,heavy-slam,32
bronzor,iron-defense,36
bronzor,metal-sound,40
bronzor,future-sight,44
bronzong,block,1
bronzong,sunny-day,1
bronzong,weather-ball,1
bronzong,tackle,1
bronzong,confusion,1
bronzong,confuse-ray,1
bronzong,payback,1
bronzong,imprison,12
bronzong,gyro-ball,16
bronzong,hypnosis,20
bronzong,safeguard,24
bronzong,extrasensory,28
bronzong,heavy-slam,32
bronzong,iron-defense,38
bronzong,metal-sound,44
bronzong,future-sight,50
bronzong,rain-dance,56
chatot,hyper-voice,1
chatot,chatter,1
chatot,confide,1
chatot,taunt,1
chatot,peck,1
chatot,growl,5
chatot,mirror-move,9
chatot,sing,13
chatot,fury-attack,17
chatot,chatter,21
chatot,taunt,25
chatot,round,29
chatot,mimic,33
chatot,echoed-voice,37
chatot,roost,41
chatot,uproar,45
chatot,synchronoise,49
chatot,feather-dance,50
chatot,hyper-voice,57
spiritomb,curse,1
spiritomb,pursuit,1
spiritomb,confuse-ray,1
spiritomb,spite,1
spiritomb,shadow-sneak,1
spiritomb,feint-attack,7
spiritomb,hypnosis,13
spiritomb,dream-eater,19
spiritomb,ominous-wind,25
spiritomb,sucker-punch,31
spiritomb,nasty-plot,37
spiritomb,memento,43
spiritomb,dark-pulse,49
gible,tackle,1
gible,sand-attack,3
gible,dragon-rage,7
gible,sandstorm,13
gible,take-down,15
gible,sand-tomb,19
gible,slash,25
gible,dragon-claw,27
gible,dig,31
gible,dragon-rush,37
gabite,dual-chop,1
gabite,tackle,1
gabite,sand-attack,1
gabite,dragon-rage,1
gabite,sand-attack,3
gabite,dragon-rage,7
gabite,sandstorm,13
gabite,take-down,15
gabite,sand-tomb,19
gabite,slash,28
gabite,dragon-claw,33
gabite,dig,40
gabite,dragon-rush,49
garchomp,crunch,1
garchomp,dual-chop,1
garchomp,fire-fang,1
garchomp,tackle,1
garchomp,sand-attack,1
garchomp,dragon-rage,1
garchomp,sandstorm,1
garchomp,sand-attack,3
garchomp,dragon-rage,7
garchomp,sandstorm,13
garchomp,take-down,15
garchomp,sand-tomb,19
garchomp,slash,28
garchomp,dragon-claw,33
garchomp,dig,40
garchomp,dragon-rush,55
garchomp-mega,crunch,1
garchomp-mega,dual-chop,1
garchomp-mega,fire-fang,1
garchomp-mega,tackle,1
garchomp-mega,sand-attack,1
garchomp-mega,dragon-rage,1
garchomp-mega,sandstorm,1
garchomp-mega,sand-attack,3
garchomp-mega,dragon-rage,7
garchomp-mega,sandstorm,13
garchomp-mega,take-down,15
garchomp-mega,sand-tomb,19
garchomp-mega,slash,28
garchomp-mega,dragon-claw,33
garchomp-mega,dig,40
garchomp-mega,dragon-rush,55
riolu,quick-attack,1
riolu,endure,1
riolu,feint,4
riolu,metal-claw,8
riolu,counter,12
riolu,work-up,16
riolu,rock-smash,20
riolu,nasty-plot,24
riolu,screech,28
riolu,quick-guard,32
riolu,force-palm,36
riolu,swords-dance,40
riolu,helping-hand,44
riolu,copycat,48
riolu,final-gambit,52
riolu,reversal,56
lucario,aura-sphere,1
lucario,life-dew,1
lucario,work-up,1
lucario,rock-smash,1
lucario,nasty-plot,1
lucario,screech,1
lucario,force-palm,1
lucario,helping-hand,1
lucario,copycat,1
lucario,final-gambit,1
lucario,reversal,1
lucario,quick-attack,1
lucario,detect,1
lucario,feint,1
lucario,metal-claw,1
lucario,counter,12
lucario,laser-focus,16
lucario,power-up-punch,20
lucario,calm-mind,24
lucario,metal-sound,28
lucario,quick-guard,32
lucario,bone-rush,36
lucario,swords-dance,40
lucario,heal-pulse,44
lucario,meteor-mash,48
lucario,dragon-pulse,52
lucario,extreme-speed,56
lucario,close-combat,60
lucario-mega,aura-sphere,1
lucario-mega,laser-focus,1
lucario-mega,foresight,1
lucario-mega,quick-attack,1
lucario-mega,detect,1
lucario-mega,metal-claw,1
lucario-mega,counter,6
lucario-mega,feint,11
lucario-mega,power-up-punch,15
lucario-mega,swords-dance,19
lucario-mega,metal-sound,24
lucario-mega,bone-rush,29
lucario-mega,quick-guard,33
lucario-mega,me-first,37
lucario-mega,work-up,42
lucario-mega,calm-mind,47
lucario-mega,heal-pulse,51
lucario-mega,close-combat,55
lucario-mega,dragon-pulse,60
lucario-mega,extreme-speed,65
hippopotas,tackle,1
hippopotas,sand-attack,1
hippopotas,bite,4
hippopotas,yawn,8
hippopotas,sand-tomb,12
hippopotas,dig,16
hippopotas,crunch,20
hippopotas,sandstorm,24
hippopotas,take-down,28
hippopotas,roar,32
hippopotas,rest,36
hippopotas,earthquake,40
hippopotas,double-edge,44
hippopotas,fissure,48
hippopotas,slack-off,52
hippowdon,ice-fang,1
hippowdon,fire-fang,1
hippowdon,thunder-fang,1
hippowdon,tackle,1
hippowdon,sand-attack,1
hippowdon,bite,1
hippowdon,yawn,1
hippowdon,sand-tomb,12
hippowdon,dig,16
hippowdon,crunch,20
hippowdon,sandstorm,24
hippowdon,take-down,28
hippowdon,roar,32
hippowdon,rest,38
hippowdon,earthquake,44
hippowdon,double-edge,50
hippowdon,fissure,56
