pokemon_identifier,stat_identifier,base_stat
sharpedo-mega,spdef,65
sharpedo-mega,spe,105
wailmer,hp,130
wailmer,atk,70
wailmer,def,35
wailmer,spatk,70
wailmer,spdef,35
wailmer,spe,60
wailord,hp,170
wailord,atk,90
wailord,def,45
wailord,spatk,90
wailord,spdef,45
wailord,spe,60
numel,hp,60
numel,atk,60
numel,def,40
numel,spatk,65
numel,spdef,45
numel,spe,35
camerupt,hp,70
camerupt,atk,100
camerupt,def,70
camerupt,spatk,105
camerupt,spdef,75
camerupt,spe,40
camerupt-mega,hp,70
camerupt-mega,atk,120
camerupt-mega,def,100
camerupt-mega,spatk,145
camerupt-mega,spdef,105
camerupt-mega,spe,20
torkoal,hp,70
torkoal,atk,85
torkoal,def,140
torkoal,spatk,85
torkoal,spdef,70
torkoal,spe,20
spoink,hp,60
spoink,atk,25
spoink,def,35
spoink,spatk,70
spoink,spdef,80
spoink,spe,60
grumpig,hp,80
grumpig,atk,45
grumpig,def,65
grumpig,spatk,90
grumpig,spdef,110
grumpig,spe,80
spinda,hp,60
spinda,atk,60
spinda,def,60
spinda,spatk,60
spinda,spdef,60
spinda,spe,60
trapinch,hp,45
trapinch,atk,100
trapinch,def,45
trapinch,spatk,45
trapinch,spdef,45
trapinch,spe,10
vibrava,hp,50
vibrava,atk,70
vibrava,def,50
vibrava,spatk,50
vibrava,spdef,50
vibrava,spe,70
flygon,hp,80
flygon,atk,100
flygon,def,80
flygon,spatk,80
flygon,spdef,80
flygon,spe,100
cacnea,hp,50
cacnea,atk,85
cacnea,def,40
cacnea,spatk,85
cacnea,spdef,40
cacnea,spe,35
cacturne,hp,70
cacturne,atk,115
cacturne,def,60
cacturne,spatk,115
cacturne,spdef,60
cacturne,spe,55
swablu,hp,45
swablu,atk,40
swablu,def,60
swablu,spatk,40
swablu,spdef,75
swablu,spe,50
altaria,hp,75
altaria,atk,70
altaria,def,90
altaria,spatk,70
altaria,spdef,105
altaria,spe,80
altaria-mega,hp,75
altaria-mega,atk,110
altaria-mega,def,110
altaria-mega,spatk,110
altaria-mega,spdef,105
altaria-mega,spe,80
zangoose,hp,73
zangoose,atk,115
zangoose,def,60
zangoose,spatk,60
zangoose,spdef,60
zangoose,spe,90
seviper,hp,73
seviper,atk,100
seviper,def,60
seviper,spatk,100
seviper,spdef,60
seviper,spe,65
lunatone,hp,90
lunatone,atk,55
lunatone,def,65
lunatone,spatk,95
lunatone,spdef,85
lunatone,spe,70
solrock,hp,90
solrock,atk,95
solrock,def,85
solrock,spatk,55
solrock,spdef,65
solrock,spe,70
barboach,hp,50
barboach,atk,48
barboach,def,43
barboach,spatk,46
barboach,spdef,41
barboach,spe,60
whiscash,hp,110
whiscash,atk,78
whiscash,def,73
whiscash,spatk,76
whiscash,spdef,71
whiscash,spe,60
corphish,hp,43
corphish,atk,80
corphish,def,65
corphish,spatk,50
corphish,spdef,35
corphish,spe,35
crawdaunt,hp,63
crawdaunt,atk,120
crawdaunt,def,85
crawdaunt,spatk,90
crawdaunt,spdef,55
crawdaunt,spe,55
baltoy,hp,40
baltoy,atk,40
baltoy,def,55
baltoy,spatk,40
baltoy,spdef,70
baltoy,spe,55
claydol,hp,60
claydol,atk,70
claydol,def,105
claydol,spatk,70
claydol,spdef,120
claydol,spe,75
lileep,hp,66
lileep,atk,41
lileep,def,77
lileep,spatk,61
lileep,spdef,87
lileep,spe,23
cradily,hp,86
cradily,atk,81
cradily,def,97
cradily,spatk,81
cradily,spdef,107
cradily,spe,43
anorith,hp,45
anorith,atk,95
anorith,def,50
anorith,spatk,40
anorith,spdef,50
anorith,spe,75
armaldo,hp,75
armaldo,atk,125
armaldo,def,100
armaldo,spatk,70
armaldo,spdef,80
armaldo,spe,45
feebas,hp,20
feebas,atk,15
feebas,def,20
feebas,spatk,10
feebas,spdef,55
feebas,spe,80
milotic,hp,95
milotic,atk,60
milotic,def,79
milotic,spatk,100
milotic,spdef,125
milotic,spe,81
castform,hp,70
castform,atk,70
castform,def,70
castform,spatk,70
castform,spdef,70
castform,spe,70
castform-sunny,hp,70
castform-sunny,atk,70
castform-sunny,def,70
castform-sunny,spatk,70
castform-sunny,spdef,70
castform-sunny,spe,70
castform-rainy,hp,70
castform-rainy,atk,70
castform-rainy,def,70
castform-rainy,spatk,70
castform-rainy,spdef,70
castform-rainy,spe,70
castform-snowy,hp,70
castform-snowy,atk,70
castform-snowy,def,70
castform-snowy,spatk,70
castform-snowy,spdef,70
castform-snowy,spe,70
kecleon,hp,60
kecleon,atk,90
kecleon,def,70
kecleon,spatk,60
kecleon,spdef,120
kecleon,spe,40
shuppet,hp,44
shuppet,atk,75
shuppet,def,35
shuppet,spatk,63
shuppet,spdef,33
shuppet,spe,45
banette,hp,64
banette,atk,115
banette,def,65
banette,spatk,83
banette,spdef,63
banette,spe,65
banette-mega,hp,64
banette-mega,atk,165
banette-mega,def,75
banette-mega,spatk,93
banette-mega,spdef,83
banette-mega,spe,75
duskull,hp,20
duskull,atk,40
duskull,def,90
duskull,spatk,30
duskull,spdef,90
duskull,spe,25
dusclops,hp,40
dusclops,atk,70
dusclops,def,130
dusclops,spatk,60
dusclops,spdef,130
dusclops,spe,25
tropius,hp,99
tropius,atk,68
tropius,def,83
tropius,spatk,72
tropius,spdef,87
tropius,spe,51
chimecho,hp,75
chimecho,atk,50
chimecho,def,80
chimecho,spatk,95
chimecho,spdef,90
chimecho,spe,65
absol,hp,65
absol,atk,130
absol,def,60
absol,spatk,75
absol,spdef,60
absol,spe,75
absol-mega,hp,65
absol-mega,atk,150
absol-mega,def,60
absol-mega,spatk,115
absol-mega,spdef,60
absol-mega,spe,115
wynaut,hp,95
wynaut,atk,23
wynaut,def,48
wynaut,spatk,23
wynaut,spdef,48
wynaut,spe,23
snorunt,hp,50
snorunt,atk,50
snorunt,def,50
snorunt,spatk,50
snorunt,spdef,50
snorunt,spe,50
glalie,hp,80
glalie,atk,80
glalie,def,80
glalie,spatk,80
glalie,spdef,80
glalie,spe,80
glalie-mega,hp,80
glalie-mega,atk,120
glalie-mega,def,80
glalie-mega,spatk,120
glalie-mega,spdef,80
glalie-mega,spe,100
spheal,hp,70
spheal,atk,40
spheal,def,50
spheal,spatk,55
spheal,spdef,50
spheal,spe,25
sealeo,hp,90
sealeo,atk,60
sealeo,def,70
sealeo,spatk,75
sealeo,spdef,70
sealeo,spe,45
walrein,hp,110
walrein,atk,80
walrein,def,90
walrein,spatk,95
walrein,spdef,90
walrein,spe,65
clamperl,hp,35
clamperl,atk,64
clamperl,def,85
clamperl,spatk,74
clamperl,spdef,55
clamperl,spe,32
huntail,hp,55
huntail,atk,104
huntail,def,105
huntail,spatk,94
huntail,spdef,75
huntail,spe,52
gorebyss,hp,55
gorebyss,atk,84
gorebyss,def,105
gorebyss,spatk,114
gorebyss,spdef,75
gorebyss,spe,52
relicanth,hp,100
relicanth,atk,90
relicanth,def,130
relicanth,spatk,45
relicanth,spdef,65
relicanth,spe,55
luvdisc,hp,43
luvdisc,atk,30
luvdisc,def,55
luvdisc,spatk,40
luvdisc,spdef,65
luvdisc,spe,97
bagon,hp,45
bagon,atk,75
bagon,def,60
bagon,spatk,40
bagon,spdef,30
bagon,spe,50
shelgon,hp,65
shelgon,atk,95
shelgon,def,100
shelgon,spatk,60
shelgon,spdef,50
shelgon,spe,50
salamence,hp,95
salamence,atk,135
salamence,def,80
salamence,spatk,110
salamence,spdef,80
salamence,spe,100
salamence-mega,hp,95
salamence-mega,atk,145
salamence-mega,def,130
salamence-mega,spatk,120
salamence-mega,spdef,90
salamence-mega,spe,120
beldum,hp,40
beldum,atk,55
beldum,def,80
beldum,spatk,35
beldum,spdef,60
beldum,spe,30
metang,hp,60
metang,atk,75
metang,def,100
metang,spatk,55
metang,spdef,80
metang,spe,50
metagross,hp,80
metagross,atk,135
metagross,def,130
metagross,spatk,95
metagross,spdef,90
metagross,spe,70
metagross-mega,hp,80
metagross-mega,atk,145
metagross-mega,def,150
metagross-mega,spatk,105
metagross-mega,spdef,110
metagross-mega,spe,110
regirock,hp,80
regirock,atk,100
regirock,def,200
regirock,spatk,50
regirock,spdef,100
regirock,spe,50
regice,hp,80
regice,atk,50
regice,def,100
regice,spatk,100
regice,spdef,200
regice,spe,50
registeel,hp,80
registeel,atk,75
registeel,def,150
registeel,spatk,75
registeel,spdef,150
registeel,spe,50
latias,hp,80
latias,atk,80
latias,def,90
latias,spatk,110
latias,spdef,130
latias,spe,110
latias-mega,hp,80
latias-mega,atk,100
latias-mega,def,120
latias-mega,spatk,140
latias-mega,spdef,150
latias-mega,spe,110
latios,hp,80
latios,atk,90
latios,def,80
latios,spatk,130
latios,spdef,110
latios,spe,110
latios-mega,hp,80
latios-mega,atk,130
latios-mega,def,100
latios-mega,spatk,160
latios-mega,spdef,120
latios-mega,spe,110
kyogre,hp,100
kyogre,atk,100
kyogre,def,90
kyogre,spatk,150
kyogre,spdef,140
kyogre,spe,90
kyogre-primal,hp,100
kyogre-primal,atk,150
kyogre-primal,def,90
kyogre-primal,spatk,180
kyogre-primal,spdef,160
kyogre-primal,spe,90
groudon,hp,100
groudon,atk,150
groudon,def,140
groudon,spatk,100
groudon,spdef,90
groudon,spe,90
groudon-primal,hp,100
groudon-primal,atk,180
groudon-primal,def,160
groudon-primal,spatk,150
groudon-primal,spdef,90
groudon-primal,spe,90
rayquaza,hp,105
rayquaza,atk,150
rayquaza,def,90
rayquaza,spatk,150
rayquaza,spdef,90
rayquaza,spe,95
rayquaza-mega,hp,105
rayquaza-mega,atk,180
rayquaza-mega,def,100
rayquaza-mega,spatk,180
rayquaza-mega,spdef,100
rayquaza-mega,spe,115
jirachi,hp,100
jirachi,atk,100
jirachi,def,100
jirachi,spatk,100
jirachi,spdef,100
jirachi,spe,100
deoxys,hp,50
deoxys,atk,150
deoxys,def,50
deoxys,spatk,150
deoxys,spdef,50
deoxys,spe,150
deoxys-attack,hp,50
deoxys-attack,atk,180
deoxys-attack,def,20
deoxys-attack,spatk,180
deoxys-attack,spdef,20
deoxys-attack,spe,150
deoxys-defense,hp,50
deoxys-defense,atk,70
deoxys-defense,def,160
deoxys-defense,spatk,70
deoxys-defense,spdef,160
deoxys-defense,spe,90
deoxys-speed,hp,50
deoxys-speed,atk,95
deoxys-speed,def,90
deoxys-speed,spatk,95
deoxys-speed,spdef,90
deoxys-speed,spe,180
turtwig,hp,55
turtwig,atk,68
turtwig,def,64
turtwig,spatk,45
turtwig,spdef,55
turtwig,spe,31
grotle,hp,75
grotle,atk,89
grotle,def,85
grotle,spatk,55
grotle,spdef,65
grotle,spe,36
torterra,hp,95
torterra,atk,109
torterra,def,105
torterra,spatk,75
torterra,spdef,85
torterra,spe,56
chimchar,hp,44
chimchar,atk,58
chimchar,def,44
chimchar,spatk,58
chimchar,spdef,44
chimchar,spe,61
monferno,hp,64
monferno,atk,78
monferno,def,52
monferno,spatk,78
monferno,spdef,52
monferno,spe,81
infernape,hp,76
infernape,atk,104
infernape,def,71
infernape,spatk,104
infernape,spdef,71
infernape,spe,108
piplup,hp,53
piplup,atk,51
piplup,def,53
piplup,spatk,61
piplup,spdef,56
piplup,spe,40
prinplup,hp,64
prinplup,atk,66
prinplup,def,68
prinplup,spatk,81
prinplup,spdef,76
prinplup,spe,50
empoleon,hp,84
empoleon,atk,86
empoleon,def,88
empoleon,spatk,111
empoleon,spdef,101
empoleon,spe,60
starly,hp,40
starly,atk,55
starly,def,30
starly,spatk,30
starly,spdef,30
starly,spe,60
staravia,hp,55
staravia,atk,75
staravia,def,50
staravia,spatk,40
staravia,spdef,40
staravia,spe,80
staraptor,hp,85
staraptor,atk,120
staraptor,def,70
staraptor,spatk,50
staraptor,spdef,60
staraptor,spe,100
bidoof,hp,59
bidoof,atk,45
bidoof,def,40
bidoof,spatk,35
bidoof,spdef,40
bidoof,spe,31
bibarel,hp,79
bibarel,atk,85
bibarel,def,60
bibarel,spatk,55
bibarel,spdef,60
bibarel,spe,71
kricketot,hp,37
kricketot,atk,25
kricketot,def,41
kricketot,spatk,25
kricketot,spdef,41
kricketot,spe,25
kricketune,hp,77
kricketune,atk,85
kricketune,def,51
kricketune,spatk,55
kricketune,spdef,51
kricketune,spe,65
shinx,hp,45
shinx,atk,65
shinx,def,34
shinx,spatk,40
shinx,spdef,34
shinx,spe,45
luxio,hp,60
luxio,atk,85
luxio,def,49
luxio,spatk,60
luxio,spdef,49
luxio,spe,60
luxray,hp,80
luxray,atk,120
luxray,def,79
luxray,spatk,95
luxray,spdef,79
luxray,spe,70
budew,hp,40
budew,atk,30
budew,def,35
budew,spatk,50
budew,spdef,70
budew,spe,55
roserade,hp,60
roserade,atk,70
roserade,def,65
roserade,spatk,125
roserade,spdef,105
roserade,spe,90
cranidos,hp,67
cranidos,atk,125
cranidos,def,40
cranidos,spatk,30
cranidos,spdef,30
cranidos,spe,58
rampardos,hp,97
rampardos,atk,165
rampardos,def,60
rampardos,spatk,65
rampardos,spdef,50
rampardos,spe,58
shieldon,hp,30
shieldon,atk,42
shieldon,def,118
shieldon,spatk,42
shieldon,spdef,88
shieldon,spe,30
bastiodon,hp,60
bastiodon,atk,52
bastiodon,def,168
bastiodon,spatk,47
bastiodon,spdef,138
bastiodon,spe,30
burmy-plant,hp,40
burmy-plant,atk,29
burmy-plant,def,45
burmy-plant,spatk,29
burmy-plant,spdef,45
burmy-plant,spe,36
burmy-sandy,hp,40
burmy-sandy,atk,29
burmy-sandy,def,45
burmy-sandy,spatk,29
burmy-sandy,spdef,45
burmy-sandy,spe,36
burmy-trash,hp,40
burmy-trash,atk,29
burmy-trash,def,45
burmy-trash,spatk,29
burmy-trash,spdef,45
burmy-trash,spe,36
wormadam-plant,hp,60
wormadam-plant,atk,59
wormadam-plant,def,85
wormadam-plant,spatk,79
wormadam-plant,spdef,105
wormadam-plant,spe,36
wormadam-sandy,hp,60
wormadam-sandy,atk,79
wormadam-sandy,def,105
wormadam-sandy,spatk,59
wormadam-sandy,spdef,85
wormadam-sandy,spe,36
wormadam-trash,hp,60
wormadam-trash,atk,69
wormadam-trash,def,95
wormadam-trash,spatk,69
wormadam-trash,spdef,95
wormadam-trash,spe,36
mothim,hp,70
mothim,atk,94
mothim,def,50
mothim,spatk,94
mothim,spdef,50
mothim,spe,66
combee,hp,30
combee,atk,30
combee,def,42
combee,spatk,30
combee,spdef,42
combee,spe,70
vespiquen,hp,70
vespiquen,atk,80
vespiquen,def,102
vespiquen,spatk,80
vespiquen,spdef,102
vespiquen,spe,40
pachirisu,hp,60
pachirisu,atk,45
pachirisu,def,70
pachirisu,spatk,45
pachirisu,spdef,90
pachirisu,spe,95
buizel,hp,55
buizel,atk,65
buizel,def,35
buizel,spatk,60
buizel,spdef,30
buizel,spe,85
floatzel,hp,85
floatzel,atk,105
floatzel,def,55
floatzel,spatk,85
floatzel,spdef,50
floatzel,spe,115
cherubi,hp,45
cherubi,atk,35
cherubi,def,45
cherubi,spatk,62
cherubi,spdef,53
cherubi,spe,35
cherrim,hp,70
cherrim,atk,60
cherrim,def,70
cherrim,spatk,87
cherrim,spdef,78
cherrim,spe,85
cherrim-sunshine,hp,70
cherrim-sunshine,atk,60
cherrim-sunshine,def,70
cherrim-sunshine,spatk,87
cherrim-sunshine,spdef,78
cherrim-sunshine,spe,85
shellos-west,hp,76
shellos-west,atk,48
shellos-west,def,48
shellos-west,spatk,57
shellos-west,spdef,62
shellos-west,spe,34
shellos-east,hp,76
shellos-east,atk,48
shellos-east,def,48
shellos-east,spatk,57
shellos-east,spdef,62
shellos-east,spe,34
gastrodon-west,hp,111
gastrodon-west,atk,83
gastrodon-west,def,68
gastrodon-west,spatk,92
gastrodon-west,spdef,82
gastrodon-west,spe,39
gastrodon-east,hp,111
gastrodon-east,atk,83
gastrodon-east,def,68
gastrodon-east,spatk,92
gastrodon-east,spdef,82
gastrodon-east,spe,39
ambipom,hp,75
ambipom,atk,100
ambipom,def,66
ambipom,spatk,60
ambipom,spdef,66
ambipom,spe,115
drifloon,hp,90
drifloon,atk,50
drifloon,def,34
drifloon,spatk,60
drifloon,spdef,44
drifloon,spe,70
drifblim,hp,150
drifblim,atk,80
drifblim,def,44
drifblim,spatk,90
drifblim,spdef,54
drifblim,spe,80
buneary,hp,55
buneary,atk,66
buneary,def,44
buneary,spatk,44
buneary,spdef,56
buneary,spe,85
lopunny,hp,65
lopunny,atk,76
lopunny,def,84
lopunny,spatk,54
lopunny,spdef,96
lopunny,spe,105
lopunny-mega,hp,65
lopunny-mega,atk,136
lopunny-mega,def,94
lopunny-mega,spatk,54
lopunny-mega,spdef,96
lopunny-mega,spe,135
mismagius,hp,60
mismagius,atk,60
mismagius,def,60
mismagius,spatk,105
mismagius,spdef,105
mismagius,spe,105
honchkrow,hp,100
honchkrow,atk,125
honchkrow,def,52
honchkrow,spatk,105
honchkrow,spdef,52
honchkrow,spe,71
glameow,hp,49
glameow,atk,55
glameow,def,42
glameow,spatk,42
glameow,spdef,37
glameow,spe,85
purugly,hp,71
purugly,atk,82
purugly,def,64
purugly,spatk,64
purugly,spdef,59
purugly,spe,112
chingling,hp,45
chingling,atk,30
chingling,def,50
chingling,spatk,65
chingling,spdef,50
chingling,spe,45
stunky,hp,63
stunky,atk,63
stunky,def,47
stunky,spatk,41
stunky,spdef,41
stunky,spe,74
skuntank,hp,103
skuntank,atk,93
skuntank,def,67
skuntank,spatk,71
skuntank,spdef,61
skuntank,spe,84
bronzor,hp,57
bronzor,atk,24
bronzor,def,86
bronzor,spatk,24
bronzor,spdef,86
bronzor,spe,23
bronzong,hp,67
bronzong,atk,89
bronzong,def,116
bronzong,spatk,79
bronzong,spdef,116
bronzong,spe,33
bonsly,hp,50
bonsly,atk,80
bonsly,def,95
bonsly,spatk,10
bonsly,spdef,45
bonsly,spe,10
mime-jr,hp,20
mime-jr,atk,25
mime-jr,def,45
mime-jr,spatk,70
mime-jr,spdef,90
mime-jr,spe,60
happiny,hp,100
happiny,atk,5
happiny,def,5
happiny,spatk,15
happiny,spdef,65
happiny,spe,30
chatot,hp,76
chatot,atk,65
chatot,def,45
chatot,spatk,92
chatot,spdef,42
chatot,spe,91
spiritomb,hp,50
spiritomb,atk,92
spiritomb,def,108
spiritomb,spatk,92
spiritomb,spdef,108
spiritomb,spe,35
gible,hp,58
gible,atk,70
gible,def,45
gible,spatk,40
gible,spdef,45
gible,spe,42
gabite,hp,68
gabite,atk,90
gabite,def,65
gabite,spatk,50
gabite,spdef,55
gabite,spe,82
garchomp,hp,108
garchomp,atk,130
garchomp,def,95
garchomp,spatk,80
garchomp,spdef,85
garchomp,spe,102
garchomp-mega,hp,108
garchomp-mega,atk,170
garchomp-mega,def,115
garchomp-mega,spatk,120
garchomp-mega,spdef,95
garchomp-mega,spe,92
munchlax,hp,135
munchlax,atk,85
munchlax,def,40
munchlax,spatk,40
munchlax,spdef,85
munchlax,spe,5
riolu,hp,40
riolu,atk,70
riolu,def,40
riolu,spatk,35
riolu,spdef,40
riolu,spe,60
lucario,hp,70
lucario,atk,110
lucario,def,70
lucario,spatk,115
lucario,spdef,70
lucario,spe,90
lucario-mega,hp,70
lucario-mega,atk,145
lucario-mega,def,88
lucario-mega,spatk,140
lucario-mega,spdef,70
lucario-mega,spe,112
hippopotas,hp,68
hippopotas,atk,72
hippopotas,def,78
hippopotas,spatk,38
hippopotas,spdef,42
hippopotas,spe,32
hippowdon,hp,108
hippowdon,atk,112
hippowdon,def,118
hippowdon,spatk,68
hippowdon,spdef,72
hippowdon,spe,47
skorupi,hp,40
skorupi,atk,50
skorupi,def,90
skorupi,spatk,30
skorupi,spdef,55
skorupi,spe,65
drapion,hp,70
drapion,atk,90
drapion,def,110
drapion,spatk,60
drapion,spdef,75
drapion,spe,95
croagunk,hp,48
croagunk,atk,61
croagunk,def,40
croagunk,spatk,61
croagunk,spdef,40
croagunk,spe,50
toxicroak,hp,83
toxicroak,atk,106
toxicroak,def,65
toxicroak,spatk,86
toxicroak,spdef,65
toxicroak,spe,85
carnivine,hp,74
carnivine,atk,100
carnivine,def,72
carnivine,spatk,90
carnivine,spdef,72
carnivine,spe,46
finneon,hp,49
finneon,atk,49
finneon,def,56
finneon,spatk,49
finneon,spdef,61
finneon,spe,66
lumineon,hp,69
lumineon,atk,69
lumineon,def,76
lumineon,spatk,69
lumineon,spdef,86
lumineon,spe,91
mantyke,hp,45
mantyke,atk,20
mantyke,def,50
mantyke,spatk,60
mantyke,spdef,120
mantyke,spe,50
snover,hp,60
snover,atk,62
snover,def,50
snover,spatk,62
snover,spdef,60
snover,spe,40
abomasnow,hp,90
abomasnow,atk,92
abomasnow,def,75
abomasnow,spatk,92
abomasnow,spdef,85
abomasnow,spe,60
abomasnow-mega,hp,90
abomasnow-mega,atk,132
abomasnow-mega,def,105
abomasnow-mega,spatk,132
abomasnow-mega,spdef,105
abomasnow-mega,spe,30
weavile,hp,70
weavile,atk,120
weavile,def,65
weavile,spatk,45
weavile,spdef,85
weavile,spe,125
magnezone,hp,70
magnezone,atk,70
magnezone,def,115
magnezone,spatk,130
magnezone,spdef,90
magnezone,spe,60
lickilicky,hp,110
lickilicky,atk,85
lickilicky,def,95
lickilicky,spatk,80
lickilicky,spdef,95
lickilicky,spe,50
rhyperior,hp,115
rhyperior,atk,140
rhyperior,def,130
rhyperior,spatk,55
rhyperior,spdef,55
rhyperior,spe,40
tangrowth,hp,100
tangrowth,atk,100
tangrowth,def,125
tangrowth,spatk,110
tangrowth,spdef,50
tangrowth,spe,50
electivire,hp,75
electivire,atk,123
electivire,def,67
electivire,spatk,95
electivire,spdef,85
electivire,spe,95
magmortar,hp,75
magmortar,atk,95
magmortar,def,67
magmortar,spatk,125
magmortar,spdef,95
magmortar,spe,83
togekiss,hp,85
togekiss,atk,50
togekiss,def,95
togekiss,spatk,120
togekiss,spdef,115
togekiss,spe,80
yanmega,hp,86
yanmega,atk,76
yanmega,def,86
yanmega,spatk,116
yanmega,spdef,56
yanmega,spe,95
leafeon,hp,65
leafeon,atk,110
leafeon,def,130
leafeon,spatk,60
leafeon,spdef,65
leafeon,spe,95
glaceon,hp,65
glaceon,atk,60
glaceon,def,110
glaceon,spatk,130
glaceon,spdef,95
glaceon,spe,65
gliscor,hp,75
gliscor,atk,95
gliscor,def,125
gliscor,spatk,45
gliscor,spdef,75
gliscor,spe,95
mamoswine,hp,110
mamoswine,atk,130
mamoswine,def,80
mamoswine,spatk,70
mamoswine,spdef,60
mamoswine,spe,80
porygon-z,hp,85
porygon-z,atk,80
porygon-z,def,70
porygon-z,spatk,135
porygon-z,spdef,75
porygon-z,spe,90
gallade,hp,68
gallade,atk,125
gallade,def,65
gallade,spatk,65
gallade,spdef,115
gallade,spe,80
gallade-mega,hp,68
gallade-mega,atk,165
gallade-mega,def,95
gallade-mega,spatk,65
gallade-mega,spdef,115
gallade-mega,spe,110
probopass,hp,60
probopass,atk,55
probopass,def,145
probopass,spatk,75
probopass,spdef,150
probopass,spe,40
dusknoir,hp,45
dusknoir,atk,100
dusknoir,def,135
dusknoir,spatk,65
dusknoir,spdef,135
dusknoir,spe,45
froslass,hp,70
froslass,atk,80
froslass,def,70
froslass,spatk,80
froslass,spdef,70
froslass,spe,110
rotom,hp,50
rotom,atk,50
rotom,def,77
rotom,spatk,95
rotom,spdef,77
rotom,spe,91
rotom-heat,hp,50
rotom-heat,atk,65
rotom-heat,def,107
rotom-heat,spatk,105
rotom-heat,spdef,107
rotom-heat,spe,86
rotom-wash,hp,50
rotom-wash,atk,65
rotom-wash,def,107
rotom-wash,spatk,105
rotom-wash,spdef,107
rotom-wash,spe,86
rotom-frost,hp,50
rotom-frost,atk,65
rotom-frost,def,107
rotom-frost,spatk,105
rotom-frost,spdef,107
rotom-frost,spe,86
rotom-fan,hp,50
rotom-fan,atk,65
rotom-fan,def,107
rotom-fan,spatk,105
rotom-fan,spdef,107
rotom-fan,spe,86
rotom-mow,hp,50
rotom-mow,atk,65
rotom-mow,def,107
rotom-mow,spatk,105
rotom-mow,spdef,107
rotom-mow,spe,86
uxie,hp,75
uxie,atk,75
uxie,def,130
uxie,spatk,75
uxie,spdef,130
uxie,spe,95
mesprit,hp,80
mesprit,atk,105
mesprit,def,105
mesprit,spatk,105
mesprit,spdef,105
mesprit,spe,80
azelf,hp,75
azelf,atk,125
azelf,def,70
azelf,spatk,125
azelf,spdef,70
azelf,spe,115
dialga,hp,100
dialga,atk,120
dialga,def,120
dialga,spatk,150
dialga,spdef,100
dialga,spe,90
palkia,hp,90
palkia,atk,120
palkia,def,100
palkia,spatk,150
palkia,spdef,120
palkia,spe,100
heatran,hp,91
heatran,atk,90
heatran,def,106
heatran,spatk,130
heatran,spdef,106
heatran,spe,77
regigigas,hp,110
regigigas,atk,160
regigigas,def,110
regigigas,spatk,80
regigigas,spdef,110
regigigas,spe,100
giratina,hp,150
giratina,atk,100
giratina,def,120
giratina,spatk,100
giratina,spdef,120
giratina,spe,90
giratina-origin,hp,150
giratina-origin,atk,120
giratina-origin,def,100
giratina-origin,spatk,120
giratina-origin,spdef,100
giratina-origin,spe,90
cresselia,hp,120
cresselia,atk,70
cresselia,def,120
cresselia,spatk,75
cresselia,spdef,130
cresselia,spe,85
phione,hp,80
phione,atk,80
phione,def,80
phione,spatk,80
phione,spdef,80
phione,spe,80
manaphy,hp,100
manaphy,atk,100
manaphy,def,100
manaphy,spatk,100
manaphy,spdef,100
manaphy,spe,100
darkrai,hp,70
darkrai,atk,90
darkrai,def,90
darkrai,spatk,135
darkrai,spdef,90
darkrai,spe,125
shaymin,hp,100
shaymin,atk,100
shaymin,def,100
shaymin,spatk,100
shaymin,spdef,100
shaymin,spe,100
shaymin-sky,hp,100
shaymin-sky,atk,103
shaymin-sky,def,75
shaymin-sky,spatk,120
shaymin-sky,spdef,75
shaymin-sky,spe,127
arceus,hp,120
arceus,atk,120
arceus,def,120
arceus,spatk,120
arceus,spdef,120
arceus,spe,120
arceus-fire,hp,120
arceus-fire,atk,120
arceus-fire,def,120
arceus-fire,spatk,120
arceus-fire,spdef,120
arceus-fire,spe,120
arceus-water,hp,120
arceus-water,atk,120
arceus-water,def,120
arceus-water,spatk,120
arceus-water,spdef,120
arceus-water,spe,120
arceus-grass,hp,120
arceus-grass,atk,120
arceus-grass,def,120
arceus-grass,spatk,120
arceus-grass,spdef,120
arceus-grass,spe,120
arceus-electric,hp,120
arceus-electric,atk,120
arceus-electric,def,120
arceus-electric,spatk,120
arceus-electric,spdef,120
arceus-electric,spe,120
arceus-ice,hp,120
arceus-ice,atk,120
arceus-ice,def,120
arceus-ice,spatk,120
arceus-ice,spdef,120
arceus-ice,spe,120
arceus-fighting,hp,120
arceus-fighting,atk,120
arceus-fighting,def,120
arceus-fighting,spatk,120
arceus-fighting,spdef,120
arceus-fighting,spe,120
arceus-poison,hp,120
arceus-poison,atk,120
arceus-poison,def,120
arceus-poison,spatk,120
arceus-poison,spdef,120
arceus-poison,spe,120
arceus-ground,hp,120
arceus-ground,atk,120
arceus-ground,def,120
arceus-ground,spatk,120
arceus-ground,spdef,120
arceus-ground,spe,120
arceus-flying,hp,120
arceus-flying,atk,120
arceus-flying,def,120
arceus-flying,spatk,120
arceus-flying,spdef,120
arceus-flying,spe,120
arceus-psychic,hp,120
arceus-psychic,atk,120
arceus-psychic,def,120
arceus-psychic,spatk,120
arceus-psychic,spdef,120
arceus-psychic,spe,120
arceus-bug,hp,120
arceus-bug,atk,120
arceus-bug,def,120
arceus-bug,spatk,120
arceus-bug,spdef,120
arceus-bug,spe,120
arceus-rock,hp,120
arceus-rock,atk,120
arceus-rock,def,120
arceus-rock,spatk,120
arceus-rock,spdef,120
arceus-rock,spe,120
arceus-ghost,hp,120
arceus-ghost,atk,120
arceus-ghost,def,120
